#OTU ID	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
NR 041611.1 Lactobacillus ruminis strain NBRC 102161 16S ribosomal RNA gene  partial sequence	0	1005.25244402	0	0	0	4688.66260995423	0	0	396.070975918885	0	0	0	0	0	0	0	0	0	0	0	211.039474933786	125.803570305325	0	0	0	0	0	0	0	0	0	0	0	0	0	671.381255035359	346.140533056421	0	601.702818977707	0	0	0	0	0	0	0	414.880376158208	0	0	38626.8091773576	0	0	0	0	0	0	0	0	0	1110.74086415639	642.425799820121	0	0	0	0	0	0	0	0	0	0	0	0	127.124569365521	0	0	231.61283598337	0	0	0	0	0	0	0	0	0	0	120.586532896006	5780.19141843209	0	0	0	153.083093503154	30995.3949698902	0	0	0	0	0	0	0	0	0	1997.00449326011	247.828403613338	0	0	0	0	0	363.609919278598	0	0	0	0	0	0	0	1044.40460234295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179546.857929986	0	0	0	0	0	0	1152.20647540039	0	0	0	0	44787.4976176863	0	0	0
NR 041667.1 Parasutterella excrementihominis strain YIT 11859 16S ribosomal RNA gene  partial sequence	0	0	0	0	699.251800573387	0	0	0	0	552162.906377687	0	0	125.448478309958	0	0	0	2340.36743768772	0	0	92874.2994395516	4853.90792347709	0	0	295.779230382443	0	0	0	0	0	0	0	1115.94688092847	0	0	0	0	0	13338.6207145175	0	0	0	0	0	0	0	0	138.293458719403	0	30447.2690528107	0	7641.79780369071	0	92214.5773260627	0	0	0	0	0	0	1357.57216730226	0	357367.829021372	163.835050870783	0	0	0	0	0	0	75.699654052581	0	0	0	889.871985558649	0	0	0	532.396315817494	0	0	503.001240736394	0	738.702469113003	0	6558.2985899658	0	0	1085.27879606406	1075.38444994085	1382.95583761025	242.019409956679	0	153.083093503154	0	0	0	0	1765.87683811725	0	0	0	0	0	0	0	0	0	139.403908885605	1058.4250635055	0	193440.477056214	2035.41624262162	0	0	64320.320766275	0	0	0	0	0	94556.6061845132	0	0	0	2647.4637297469	0	223341.750948568	0	27710.6302694417	0	0	0	0	0	0	712.487531468199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041666.1 Dialister succinatiphilus strain YIT 11850 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	97.0854934855634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253.671900763552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041633.1 Ilumatobacter fluminis strain YM22-133 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.72533943009	0	0	0	0	0	0	0	569.77459716936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.699654052581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041707.1 Enterococcus saccharolyticus strain ATCC 43076 16S ribosomal RNA gene  partial sequence	0	1005.25244402	0	1247.05383531407	0	203.854896084967	907.499837946457	1747.53888274014	2112.37853823405	444.12861964825	0	13626.4148050997	2885.31500112904	0	0	0	1950.3061980731	0	3959.48552233278	5070.72324526288	211.039474933786	377.410710915976	0	147.889615191221	0	1265.05770068735	227.909838867744	0	0	0	468.938674544836	0	1588.53711616972	0	0	2461.73126846298	1730.7026652821	21630.1957532716	451.27711423328	113.540886073075	976.794161561754	0	0	2662.27794181713	79184.8259775336	6946.78760693091	2074.40188079104	73984.8589125946	6514.91783226081	1473.7136031522	1981.20683799389	0	285.494047449111	0	0	172.956518731191	3189.66548383238	0	0	1974.65042516692	2569.70319928048	1349.83127109111	0	253.671900763552	12527.4036955841	2053.38809034908	0	0	0	832.696194578391	0	0	0	508.498277462085	495.458298926507	10114.4774952876	12622.8995610937	532.396315817494	0	0	167.667080245465	0	3693.51234556502	0	0	59002.8277288808	0	1205.86532896006	1344.23056242607	5531.82335044101	0	0	1224.66474802523	590.388475616956	0	0	2049.62366632127	0	1048.58074596034	0	0	0	0	332.834082210018	371.742605420007	0	0	0	0	0	2181.65951567159	19336.4543049054	2094.61683473473	848.776347432452	1670.65768224091	1026.71161381954	0	0	0	4726.45633935957	0	0	0	0	1323.73186487345	7100.09210930304	3299.36677537657	3817.23098064664	8843.8181710984	932.348773029015	0	0	0	433.745391455216	0	1424.9750629364	0	0	0	0	0	0	2304.41295080078	0	0	7671.34349449884	0	952.925481227368	0	31672.2972972973	0
NR 041690.1 Butyricimonas synergistica strain MT01 16S ribosomal RNA gene  partial sequence	937.421881509874	0	133.908246069793	0	0	0	0	0	0	9437.73316752532	0	0	0	0	0	0	0	0	0	13477.4486255671	1899.35527440408	0	0	739.448075956106	0	0	0	0	413.234524367062	0	0	0	0	0	267.942070924266	0	0	4506.29078193158	0	0	0	1251.07731657816	0	0	0	0	0	0	5052.38525767165	0	471.715913808068	688.879193552091	999.229166071887	0	452.775513900208	0	0	0	499.394484187922	0	0	104049.493813273	0	0	0	0	597.33588196643	0	596.747724899299	0	785.286865291891	729.362682887693	1100.79624261549	127.124569365521	0	0	0	0	286.804141451803	616.082210010104	335.334160490929	0	0	0	0	0	178.628844985888	723.519197376037	0	0	726.058229870035	0	0	0	0	0	0	0	0	0	498.318176155475	0	0	0	0	0	0	0	0	0	19998.5455603229	0	0	0	32299.3818566576	0	0	0	0	0	0	1249.34409435047	1392.88699043551	0	0	0	80834.485996726	0	0	0	144.370975659053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041778.1 Desulfovibrio piger strain ATCC 29098 16S ribosomal RNA gene  complete sequence	0	125.656555502501	0	872.937684719849	0	8459.97818752612	0	679.598454398944	0	0	0	0	250.896956619916	0	0	0	0	0	0	0	0	0	0	0	0	702.809833715193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613.835860290958	0	0	0	0	17451.871616276	0	0	0	0	0	0	0	0	0	370.246954718797	0	0	0	1014.68760305421	0	0	0	0	0	151.399308105162	0	0	0	127.124569365521	0	0	0	0	0	0	0	0	0	0	81978.7323745725	0	0	0	145176.900742015	0	0	0	0	5608.69051836108	0	0	0	321.068516021319	0	0	0	0	0	665.668164420037	0	0	0	0	3175.27519051651	0	0	0	0	0	0	0	0	0	0	1772.42112725984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46786.6812330784	0	0	0	0	0	0	0	0	0	0	0	11435.1057747284	0	0	0
NR 041750.1 Klebsiella pneumoniae subsp. ozaenae strain ATCC 11296 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	1325.05682455228	0	0	0	0	0	0	0	0	0	0	975.153099036549	0	0	133.440085401655	0	0	0	0	0	0	0	0	0	0	0	0	158.853711616972	0	0	0	346.140533056421	0	0	0	0	0	0	21540.2488019749	0	0	138.293458719403	3441.15622849277	0	3567.93819710532	0	0	0	0	0	0	0	0	0	493.66260629173	0	0	163.835050870783	0	0	0	0	203.016830095215	0	0	0	0	0	0	0	3218.24283940968	0	0	0	0	0	0	0	0	0	0	0	0	11291.536724379	0	0	0	0	4132.71932931869	0	0	0	19585.1794773005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1727.04943199263	0	2862.92323548498	0	559.409263817409	0	0	0	0	0	5699.90025174559	0	0	0	0	0	0	0	0	0	2220.65206419703	0	1905.85096245474	0	0	0
NR 041722.1 Streptococcus anginosus strain SK52 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.540886073075	0	0	0	0	0	0	0	0	0	1085.89423390162	0	0	0	0	0	0	0	0	0	123.415651572932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.846112485213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4987.4127202774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041746.1 Clostridium algidicarnis strain NCFB 2931 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.615488195338	0	0	171.118602303256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 042144.1 Clostridium butyricum strain VPI3266 16S ribosomal RNA gene  partial sequence	208.315973668861	125.656555502501	133.908246069793	0	0	101.927448042483	129.642833992351	0	0	111.032154912063	0	255.495277595619	0	295.060684147373	0	165.461555007694	1950.3061980731	389.554738933399	0	133.440085401655	105.519737466893	0	0	0	0	140.561966743039	0	0	1515.19325601256	0	2930.86671590523	0	422233.165477911	0	133.971035462133	671.381255035359	0	0	0	0	139.542023080251	0	0	69703.2770221211	0	2247186.55101919	138.293458719403	480041.293874742	0	155.127747700231	94.3431827616136	229.626397850697	142.747023724555	226.844815461743	150.925171300069	172.956518731191	0	0	2122.42655779867	0	0	0	0	253.671900763552	447.407274842289	0	0	0	149.186931224825	151.399308105162	471.172119175135	0	0	0	0	253781.435336306	0	532.396315817494	0	492.865768008083	167.667080245465	0	369.351234556502	137.012577754638	0	26318.6887172394	0	120.586532896006	0	0	1936.15527965343	226.439019971922	153.083093503154	0	490.79754601227	0	618644.743284636	0	0	0	0	191.20824489952	0	0	123.914201806669	0	0	0	0	121.568722798998	0	0	4014183.54828092	0	0	5367477.19844624	0	122.493477222338	0	0	1277.79197546639	1499.21291322056	2321.47831739252	0	264.74637297469	2497121.58428001	0	4339237.31725007	442.19090855492	1924740.8070411	288.741951318107	0	0	0	0	237.495843822733	0	0	0	0	0	475.127096498313	0	132.175476162153	277566.369700497	5377006.15726254	0	0	7037888.87543881	1554054.05405405	813.140348024069
NR 042007.1 Roseburia inulinivorans strain A2-194 16S ribosomal RNA gene  complete sequence	0	1759.19177703501	12185.6503923512	623.526917657035	0	5911.79198646404	1814.99967589291	1262.11141531232	1056.18926911703	1776.514478593	22993.6128853096	936.816017850603	1756.27869633941	885.182052442119	8165.39830812947	0	0	0	1149.52805487081	133.440085401655	1266.23684960272	503.214281221301	0	147.889615191221	329943.717882487	1686.74360091646	1253.50411377259	0	137.744841455687	149.51258895999	0	1115.94688092847	0	229.766212878396	0	10965.8938322442	12114.9186569747	0	3309.36550437739	794.786202511524	0	139.008590730907	38267.3459596536	0	4296.85102203671	0	13137.8785783432	0	0	24587.7480104866	0	0	0	128167.320735885	0	0	299.031139109286	0	0	4072.71650190677	642.425799820121	0	41122.5977685666	13951.9545419954	54583.6875307593	0	0	81003.7152079907	0	4466.27958910228	0	0	122.310693623944	2542.49138731043	495.458298926507	0	463.22567196674	133099.078954374	0	0	0	0	0	3699.33959937522	59961.5871082588	0	0	844.105730272043	62641.1442090547	0	0	171414.338118745	153.083093503154	58448.4590860786	0	199756.748896116	113.867981462293	99370.7057085982	0	196387.840881378	0	0	0	44266.9329339324	7930.50891562682	62614.4737402564	0	37778.459307999	1058.4250635055	0	0	0	0	282.925449144151	0	0	0	120778.568541225	23150.9686852687	8271.29859387924	0	249.868818870093	0	390.103084740143	0	0	0	0	294.793939036613	0	0	125.495708046785	73822.9025382678	0	75717.2165988461	85973.4954638294	48312.6110124334	0	110.0727580931	0	0	0	5761.03237700196	132.175476162153	0	0	58986.8147120056	128644.939965695	0	0	4878.84208814441
NR 041960.1 Blautia luti strain BInIX 16S ribosomal RNA gene  complete sequence	104.15798683443	61194.7425297178	66016.7653124079	98143.1368392173	183203.971750227	16614.1740309248	147144.616581318	110774.548067028	77629.9112801014	111.032154912063	188503.193557345	35684.1737708548	200717.565295933	62847.9257233904	77897.8998595552	91996.6245842778	195.03061980731	229707.444391061	112398.298698479	400.320256204964	57297.217444523	102781.516939451	183608.52396741	1035.22730633855	380787.949645178	44979.8293577724	152813.546960822	226230.772526672	0	102715.148615513	0	1115.94688092847	158.853711616972	184042.736515595	133.971035462133	125324.500939934	60574.5932848737	540.754893831789	60621.559012004	182573.744805504	159217.448334566	278.017181461814	230289.461058692	242.02526743792	187219.937388742	198.479645912312	88369.5201216982	1720.57811424639	132.957506780833	63136.9933139941	660.402279331296	182323.359893453	570.988094898221	78715.1509652247	150.925171300069	345.913037462382	77847.7732147841	33064.8281684196	249.697242093961	111814.580325077	186560.452267763	337.457817772778	143027.999410194	81175.0082443368	182989.575410496	222336.299338353	214682.515978735	105568.751649512	173504.401014471	58591.5322366977	584253.427777167	56890.28926524	20548.1965288225	62291.0389891054	140545.004128819	459.748977058526	123102.222325161	595751.477399776	331258.783376832	380985.238670248	0	193480.061370518	184.675617278251	284301.098840874	112427.975827985	0	219892.108177629	85737.0248890604	170314.012259383	153.661759734472	414579.24925579	320637.652280241	165788.990263915	160880.85960562	186012.26993865	183495.941408212	0	42541.5783728248	68996.6130841905	368532.040339124	498.318176155475	124094.150939789	362341.70084276	162755.866200699	126144.657439189	294330.621459301	132419.379965727	126439.345359244	137595.258255716	181258.965693306	0	1017.70812131081	0	125335.973970859	0	171.118602303256	4229.16431713094	351556.27962811	245261.014116869	323762.25924613	0	249.868818870093	265112.823846225	127271.131396472	264.74637297469	191.894381332515	0	190.861549032332	147.396969518307	0	33349.6953772414	10541.6394759299	198411.160627785	82845.3697679462	343901.250240867	77898.6367738565	235168.738898757	68428.2122099015	73968.8934385629	256419.141342389	72143.0243088413	51313.7264218178	54153.7043438184	81816.6197443726	0	0	8674.53157529493	206784.829426339	403.502400839285	4222.97297297297	46348.9998373719
NR 041882.1 Robinsoniella peoriensis strain PPC31 16S ribosomal RNA gene  complete sequence	104.15798683443	0	0	0	0	0	0	0	264.047317279256	0	0	0	0	0	0	0	0	129.851579644466	0	0	0	0	0	147.889615191221	0	0	0	428.467372209606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.925171300069	172.956518731191	0	351.7534911534	124.848621046981	0	0	0	0	253.671900763552	0	0	0	0	149.186931224825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936.899798566543	0	714.515379943553	0	0	0	242.019409956679	0	0	0	0	0	0	12361.1378668208	0	0	249.159088077738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590.807042419946	0	249.868818870093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041800.1 Lactobacillus crispatus strain ATCC 33820 16S ribosomal RNA gene  partial sequence	104.15798683443	1005.25244402	133.908246069793	1621.16998590829	0	509.637240212417	129.642833992351	679.598454398944	792.141951837769	0	333.240766453763	1192.31129544622	376.345434929874	196.707122764915	2286.31152627625	992.769330046164	975.153099036549	649.257898222332	1532.70407316107	266.880170803309	2110.39474933786	629.017851526626	0	0	135.94714375051	140.561966743039	0	856.934744419213	688.724207278437	0	0	0	1111.9759813188	0	133.971035462133	57067.4066780056	2769.12426445137	901.258156386315	2256.3855711664	340.622658219225	418.626069240752	139.008590730907	114.230883461653	242.02526743792	4296.85102203671	1389.35752138618	0	0	265.915013561666	0	0	0	1284.723213521	0	301.850342600139	345.913037462382	398.708185479048	0	0	370.246954718797	899.396119748169	0	14908.9896292413	2283.04710687197	39371.8401861214	570.385580652521	238.934352786572	23955.9859512354	0	1362.59377294646	157.057373058378	0	366.932080871831	0	330.305532617671	2758.49386235116	1042.25776192517	0	573.608282903605	985.731536016166	167.667080245465	0	1108.0537036695	137.012577754638	0	6120.62528307892	178.628844985888	0	0	460.985279203417	484.038819913357	452.878039943843	1224.66474802523	13874.1291769985	0	132.201686893525	341.603944386878	0	419.432298384137	573.813998192486	0	0	0	28623.7310700616	247.828403613338	0	359.509628866226	697.019544428026	0	364.706168396995	363.609919278598	0	149.615488195338	0	556.885894080303	2566.77903454885	0	489.973908889352	4699.82071054326	1772.42112725984	1277.79197546639	249.868818870093	464.295663478503	0	1588.47823784814	5564.93705864292	126.898722129868	381.723098064664	736.984847591533	1864.69754605803	288.741951318107	125.495708046785	775.043596202286	0	340.047379934938	237.495843822733	0	0	110.0727580931	0	305.259623309625	0	0	264.350952324306	0	2826.28444534168	60721.7210270645	70516.4856108252	8070.0480167857	12668.9189189189	0
NR 041879.1 Veillonella dispar strain ATCC 17748 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	5300.22729820913	0	0	0	0	0	0	125.448478309958	0	0	165.461555007694	0	0	0	0	0	754.821421831952	0	0	0	0	0	0	0	0	0	0	0	0	0	223.793751678453	0	0	0	227.08177214615	0	0	0	0	0	0	0	0	0	12332.6559421684	0	0	0	0	0	0	0	0	0	740.493909437595	0	0	0	0	0	684.462696783025	0	0	0	1741.09204320936	0	0	0	254.249138731043	0	0	0	0	0	0	0	0	0	0	468.449899283272	0	0	0	12232.4981180772	0	0	0	0	10922.1867989137	0	0	0	3050.15090220253	0	0	0	0	0	0	123.914201806669	0	0	278.80781777121	0	0	0	0	0	282.925449144151	0	0	61181.9104544942	0	12532.8552281154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27787.0137272598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041909.1 Actinobaculum massiliense strain CIP 107404 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	407.709792169933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5638738501156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.399308105162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075.38444994085	0	0	0	0	2361.55390246782	0	0	0	0	0	0	0	0	0	998.502246630055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2262.87663840972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187.47921911367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041894.1 Acidaminococcus intestini strain ADV 255.99 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	396.070975918885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1268.35950381776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041939.1 Anaerococcus prevotii strain CCUG 41932 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8053.3309471612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210.50720251785	0	0
NR 041935.1 Finegoldia magna strain CCUG 17636 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.137445597997	0	0	0	0	0	0	1409.72143904364	0	1914.74177096207	0	0	0	0	0	0	0	0	381.723098064664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3631.52160755356	0	0
NR 041920.1 Lactobacillus gasseri strain ATCC 33323 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	101.927448042483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5638738501156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.846112485213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1899.96675058186	0	0	0	0	0	0	0	0	0	0	0	11435.1057747284	0	0	0
NR 041927.1 Escherichia vulneris strain ATCC 33821 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111.9759813188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5638738501156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.423056242607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041983.1 Actinomyces odontolyticus strain CCUG 20536 16S ribosomal RNA gene  partial sequence	0	125.656555502501	0	0	0	6013.71943450652	0	194.170986971127	1584.28390367554	0	0	255.495277595619	376.345434929874	0	0	0	0	0	0	0	0	377.410710915976	0	0	0	281.123933486077	455.819677735488	0	0	0	0	0	0	0	0	223.793751678453	0	0	150.425704744427	0	0	0	0	0	0	0	1106.34766975522	0	0	9462.7926097141	0	0	0	0	0	0	0	0	0	370.246954718797	0	0	4751.21647525272	253.671900763552	0	0	0	0	0	984.095502683553	0	0	0	635.622846827606	0	0	115.806417991685	0	0	0	0	0	0	0	2810.69939569963	0	0	0	34815.5715668351	0	0	0	0	3542.33085370174	0	0	0	6100.30180440506	0	0	0	0	0	0	1734.79882529337	0	0	0	1058.4250635055	0	0	0	0	0	0	0	1973.6100146611	0	4699.82071054326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24462.0719137415	0	0	0	0	0	0	576.103237700196	0	0	0	0	3811.70192490947	0	0	0
NR 041982.1 Actinomyces bowdenii strain M1327 96 l 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672.115281213034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.495843822733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
