#Taxonomy	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283.S145.L001.001	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023.S170.L001.001	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026.S116.L001.001	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224.S144.L001.001	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Parvibacter	0	0	0	4.98827754776276e-05	0	0	0	0	0	6.66192929472375e-05	0	0	0	0	0	0	0	0	0	1.33440085401655e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17019975256815e-05	0	0	0	0	0	0	0	0	4.71720364168121e-05	1.14813198925348e-05	0	0	0	0	0	0	0	1.23420221169036e-05	0	6.74908043779035e-05	0	0	0	0	0	0	1.49186931224825e-05	1.51400454201363e-05	0	0	1.22310693623944e-05	1.27124569365521e-05	0	0	2.3161283598337e-05	0	0	0	0	0	0	1.37010700535712e-05	0	0	0	0	1.34421249311091e-05	0	0	0	3.0617087396476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19836542955409e-05	0	0	0	0	0	0	0	2.78442947040151e-05	0	0	0	0	0	0	0	0	9.7524820066707e-06	0	0	5.0758844728694e-05	0	0	0	0	0	0	0	0	0	0	1.3740604861426e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Parvibacter;s__Parvibacter caecicola	0	0	0	0.000374120816082207	0	0	9.07476308386377e-05	0	0	0.000466335050630663	0	0.000161813675810559	5.01781323699132e-05	9.83525940496681e-06	0	0	0	0	0.000127704135059893	1.33440085401655e-05	0.000126606317655251	0	3.33227811193122e-05	0	0	1.40565918387428e-05	0	0	0	0	0	0	0	3.44645359924638e-05	0	2.23783735398111e-05	0	0	0	0	0	0	0	0	0	0	9.68040823664449e-05	0	5.31830027123331e-05	6.98091108646246e-05	0.000396245105901222	0	7.13663807253679e-05	0	0	0	9.9677046369762e-05	0	0	0.000345576619273302	0	0.000269963217511614	1.63810896700849e-05	0	0	0	0	0	0	0.000151400454201363	0	0	0	6.35622846827606e-05	0	0	0.000347419253975055	0	0	0	0	1.35775481663521e-05	1.84675617278251e-05	4.11032101607135e-05	0	0	0	0.000229114412502412	8.06527495866547e-05	0	0	0	0.000122468349585904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423370025402202	0	0.000218165951567159	0	0	0	5.56885894080303e-05	0	0	0	0	5.90807042419946e-05	0	0	0	9.7524820066707e-06	0	0	0.000888279782752145	0	1.47396969518307e-05	0	0	0	0	0	0	4.74957847491035e-05	0	2.7481209722852e-05	3.30218274279299e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia	0	0	0	0	0	0.000142699881762955	1.29639472626625e-05	4.85432180270094e-05	3.96076205061854e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40565918387428e-05	2.27904644696659e-05	0	0	0	0	0	0	0	0	8.95134941592445e-05	0	0	0	0	0	0	0	0	0	0	0.000110633236990223	0	0	6.20525429907774e-05	0	0	0	0	0	0	0	0	0	1.23420221169036e-05	0	0	1.63810896700849e-05	0	0	0	0	0	0	4.54201362604088e-05	0	0	0	1.27124569365521e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20586532896006e-05	0.000793085370935437	0	0	0	0	0	0	0	0	0.00237647927806413	0	0	0	0	0	0	0.000247828403613338	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70337168619123e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213731031370966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia	0	2.51313111005001e-05	0	9.97655509552552e-05	0	0.00202837689077343	5.18557890506501e-05	0.000417471675032281	0.000673329548605152	0	1.11080255484588e-05	3.40660370127492e-05	1.25445330924783e-05	0	0.000163286633356193	0	0	0	0	0	1.05505264712709e-05	0	0	0	1.35948991938225e-05	0.000281131836774856	0.000262090341401158	0	0	0	0	0	0	0	0	0.00111891867699056	6.92233144122941e-05	0	7.52139837838651e-05	0.000136250610289192	0	0	0	0	0	0	0.0020605440389429	0	0	0.00176074090736331	0	0	0	0	0	0	0	0	0	0.000148104265402844	5.13927433446397e-05	1.12484673963173e-05	0.00512728106673656	0.000253671900763552	0	0	0	0	0	0.000862982588947767	0	0	0	8.89871985558649e-05	0	0	5.79032089958425e-05	0	0	0	0	0	0	0	0	0	0	3.61759598688019e-05	0.0249754681220007	0	0	0	1.5308543698238e-05	0.00159339038064326	0	1.32203434645232e-05	0	0.0986238900396615	0	0	0	0	0	0.00246297220835414	0.0018711044472807	0	0	0	0.00285774767146486	0	0	0	0	0	0	0	0	0	0.00123587877943915	0.000118161408483989	0	0	0	0	2.6474637297469e-05	0	0	0	0	0	0	0	7.75043596202286e-05	0	0	0.00325346125531359	0	0	0	0	0	0	0.000172830971310059	0	0	0	0	0.000190566936636494	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae	0.000770769102574785	1.25656555502501e-05	0	0.000823065795380855	0	6.11570921841236e-05	0.000401882365142539	0	0	3.33096464736188e-05	0	0.000212912731329683	0.00116664157760048	0.00130808950086059	0.000163286633356193	0.000132367053840299	0	0.00190881822077366	0.00121318928306899	0	0.000875693697115486	1.25794075099063e-05	0.000383211982872091	0.00368245141826141	0	0.000309245020452341	2.27904644696659e-05	0.00115678755810715	0.000674931129476584	0.000448537766879971	0.00223920842223733	0.000111594688092847	0	0.000781196149162512	0.00218372787803277	0.000469945844336034	3.4611657206147e-05	0	0	3.4062652572298e-05	0	0.00189049055449756	0	0	6.13798183157378e-05	0	0.000235095628604223	0	0.000226027761527416	0.000573986022664691	5.66064437001745e-05	0.00335254540862017	0.000228372418321177	0	0.000996106130580458	0.00131446954235705	0.000338901957657191	0.00042210418938408	0.00659200719128057	0.00192535545023697	0	3.37454021889518e-05	0	5.07343801527105e-05	0	2.28154232261008e-05	0.00187556744875042	0	0.00162613755035059	0.00186979560938683	0.00785286865291891	0.00310708502910157	0.00159003901711127	0.000889871985558649	0	0	0.00119280610531436	0	0.000315484555596983	0.00293255131964809	0.00264909545126838	0.000651722311984902	0	0.000548042802142847	0.000515319029326337	0	0.00162546441840526	0.00113351340922246	0	0	0.00116169316779206	0	0.00177579106899561	0	4.9079754601227e-05	0	0	0.0284214075822535	0.000597703560006292	0	0.00112121589634982	0	0.000180269502906846	0.000399400898652022	0	0	0.000575215406185962	0	0.00010584250635055	0.000534908883134566	0.000109082975783579	0	0	0	0.000334131536448182	0	0	0	0.00783303451757211	0	0.000127779197546639	0.00114942528735632	0.000278577398087102	0.000458366654313523	2.6474637297469e-05	1.91776618594661e-05	0.00102786660575605	0	0.000353752726843936	0	0.000505298414806687	0.00015059295977913	0	0.000260247234873129	0	2.37478923745518e-05	0	0.000439699355565632	0.000253167343614129	0.000277209882532312	0.000101752172408881	0.000332588967548819	0	0.000145396867358403	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella	0	8.79595888517504e-05	2.67816492139586e-05	0.000174589714171697	0	0.000489256737472989	5.18557890506501e-05	0.000242716090135047	0.000277253343543298	8.882572392965e-05	1.11080255484588e-05	4.25825462659365e-05	6.27226654623915e-05	0	1.63286633356193e-05	0	1.95034423575761e-05	0	6.38520675299466e-05	0.000106752068321324	5.27526323563546e-05	6.28970375495314e-05	0	1.47889615191221e-05	5.43795967752899e-05	5.62263673549711e-05	7.97666256438306e-05	0	0	0	2.3447208609815e-05	0	0	0	0	2.23783735398111e-05	3.4611657206147e-05	1.80251631277263e-05	0.00049641229297351	5.67710876204966e-05	2.79084046160501e-05	0	4.56907875949512e-05	0	0	0	9.68040823664449e-05	0	6.64787533904164e-05	7.75656787384718e-05	0.000113212887400349	0	4.28198284352207e-05	0	1.50925171300069e-05	1.72956518731191e-05	0.000169450978828595	0	7.49091726281883e-05	7.40521327014218e-05	0.000282660088395519	1.12484673963173e-05	0	2.53671900763552e-05	0	0.000250969655487109	0	0	0	7.57002271006813e-05	0	0	0	3.81373708096564e-05	6.60611065235343e-05	0	0.000162128985188359	5.32396315817495e-05	0	1.23216442002021e-05	1.67664269067619e-05	0	7.38702469113003e-05	0	0	0	0	7.23519197376037e-05	1.34421249311091e-05	3.07323519468945e-05	0	2.26439019971922e-05	4.5925631094714e-05	0	0	6.6101717322616e-05	0	0.000176630216612875	7.340219157972e-05	2.86911114936593e-05	0	0.00019121190102872	0	0	0	0	0	0	0.00010584250635055	0	0	0.000101770812131081	0	0.00011316057485572	0	0	0.000817961301968748	4.89967907102085e-05	1.74067433723825e-05	5.90807042419946e-05	0	2.49875062468766e-05	0	0	0	0	3.80691335465205e-05	0	0	0	0	0	1.93760899050572e-05	0	1.13350411461994e-05	0	0	0	0	0	2.03504344817762e-05	0	5.76103237700196e-05	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	0.000208315973668861	0.00174662612148476	0.000482069685851255	0.00245672669227316	0	0.011691197455865	0.00285206839778576	0.00379607964971214	0.00961144924283432	0.00125466335050631	0.000599833379616773	0.00223132542433507	0.00198203622861157	9.83525940496681e-06	0.00174716697691127	6.61835269201496e-05	0.000877654906090925	1.29851579644466e-05	0.00113656680203305	0.0014278089137977	0.00230001477073706	0.00111956726838166	3.33227811193122e-05	0.000532402614688397	0.000516606169365254	0.00146188555122925	0.00226765121473176	2.14219918167991e-05	4.13223140495868e-05	1.4951258895999e-05	0.000293090107622688	0	0	3.44645359924638e-05	6.69855177310665e-05	0.000581837712035089	0.00173058286030735	0.00082915750387541	0.0281300299351655	0.00213459289453067	0.00241407699928834	8.3403995051363e-05	0.000696784510823005	0	0.000122759636631476	0	0.0014382320808729	0	0.00143594107323299	0.00162887925350791	0.00159441483088825	2.29626397850697e-05	0.000656570702673385	0.00044235240741791	7.54625856500347e-05	6.91826074924764e-05	0.00273115107053148	7.03506982306799e-05	0.000873940347328864	0.00174022511848341	0.00713074313906876	0.000933622793894332	0.000229335255381188	0.000710281322137947	0.000134042267995174	0.00597764088523842	8.36240263774072e-05	0.00125811688311688	0.000104430851857377	0.00301286903860712	1.57057373058378e-05	7.29362682887693e-05	2.44621387247887e-05	0.00160176957400557	0.00123864574731627	0	0.00360157959954141	0.000106479263163499	0	2.46432884004041e-05	0.000117364988347333	1.35775481663521e-05	0.0011819239505808	2.74021401071424e-05	0.00018738873793685	0	0	0.00220673355199691	5.37684997244364e-05	0.000138295583761025	4.84038819913357e-05	0.000769892667904533	0.00194418504967622	0.000354086751254057	0	0.000634576486297114	0	0.00234436469322543	0.00324018245687621	0.000416021116658059	0.000224243179269964	0.0120845921450151	0	0.000266267265768015	0.000446091126504009	0.000212974400477063	2.39673085910818e-05	0.000292748208659771	0.0264606265876376	3.64710602137204e-05	3.63609919278598e-05	0	0	0.00192372977254724	2.78442947040151e-05	0	0.000789755739831895	0.000502217104779637	0.00187992828421731	5.90807042419946e-05	0.000383337592639918	2.49875062468766e-05	0	9.7524820066707e-06	0.000555967383246849	0	0.00025379422364347	0	0	0	2.88741951318107e-05	0.00010039530651942	0.000348769618291029	8.67490782910432e-05	0.00053274693387137	2.37478923745518e-05	0.000142095914742451	0	0	0	0.00021367956205865	0	0.000748934209010255	1.32178970325821e-05	4.47687693065318e-05	0	0	0	0	0	0.000162628069604814
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus	0.000166652778935089	0	0	0.000137177632563476	0	0	9.07476308386377e-05	9.70864360540189e-05	0	3.33096464736188e-05	0	2.55495277595619e-05	0.000100356264739826	9.83525940496681e-06	3.26573266712387e-05	0	0	0.000129851579644466	6.38520675299466e-05	5.33760341606619e-05	2.11010529425418e-05	0	3.33227811193122e-05	0.000133100653672099	0	0.000168679102064913	0	0.000535549795419978	4.13223140495868e-05	0	9.378883443926e-05	0	0	1.14881786641546e-05	0.000174162346100773	8.95134941592445e-05	3.4611657206147e-05	0	0	0	0	6.95033292094691e-05	0	0	0	0	4.14874638713335e-05	0	6.64787533904164e-05	0.000162887925350791	0.000169819331100524	0.000470734115593929	0	0	9.05551027800417e-05	6.91826074924764e-05	0.000139547864917667	0.00010552604734602	7.49091726281883e-05	8.63941548183254e-05	0	0.000202472413133711	3.27621793401697e-05	2.53671900763552e-05	0	0	0.000215033210684761	0	0.000268536476204684	0.00036336109008327	0.000172763110364216	0.000247983312181816	0.000220159248523098	0.00017797439711173	0	0	4.6322567196674e-05	0	0.000286804141451803	0.000283397816604648	5.02992807202857e-05	2.71550963327042e-05	0	0	0.000655860582778975	0	0.000285795941697628	0.000156762492764808	0	1.53661759734472e-05	7.26058229870036e-05	0	0.000336787961361236	0	0	0	0	6.4229169677409e-05	0.000125832328422377	0	0.000124579544038869	0	0	0.000133133632884007	1.23914201806669e-05	0	1.19836542955409e-05	0	0	2.43140401424803e-05	7.27219838557196e-05	0	0	0	0.000278442947040151	0	0	0	0	0	0	0.000149925037481259	0.000139288699043551	2.92574460200121e-05	2.6474637297469e-05	0	0.000913659205116492	0	2.94793939036613e-05	0	0.000115496780527243	0	0	0	0	0	0	1.3740604861426e-05	1.100727580931e-05	0	0	0	0	1.32178970325821e-05	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus muris	0	0	0	1.24706938694069e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75656787384718e-06	0	0	0	0	0	0	0	0	0	1.23420221169036e-05	0	0	0	0	0	0	0	0	0	7.57002271006813e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19836542955409e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26897111821735e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter	0.000395800349970836	0.0230328466236084	0.00163368060205147	0	0	0.001814327068129	0	0.0330288055455772	0.0102979813316082	0	0.000499861149680644	0	2.50890661849566e-05	0	1.63286633356193e-05	0	0	0.000129851579644466	0	0	6.33031588276255e-05	0.0302786338763444	0	0.00252891241976988	4.07846975814674e-05	8.43395510324567e-05	0.0424700305392224	4.28439836335983e-05	0.00479338842975207	0	0.00252057492555511	0.000223189376185694	0	1.14881786641546e-05	0.0111329930469033	0.000290918856017545	0.00100373805897826	0	0.0011131669600012	0.0281925221123386	0.0446674015879882	0.00893812813633773	0.000514021360443201	0	0	0	6.91457731188892e-05	0.000172057811424639	5.31830027123331e-05	8.5322246612319e-05	0	3.44439596776045e-05	0	0.000170135541314581	0.00665580005433306	0.00740253900169497	0.000179418683465572	3.517534911534e-05	0.00761576588386581	0	0.0503648884777469	0	0.000212954165711103	0.000380507851145329	0.0010723381439614	0.0688569472963723	0.000131409184307354	0.00133928571428571	0.000298373862449649	7.57002271006813e-05	0.00036123195803427	0.000408443102417108	0.00019569710979831	5.08498277462085e-05	0.0281750619322874	0	2.3161283598337e-05	5.32396315817495e-05	5.73608282903605e-05	0.000283397816604648	0.0108646446355817	0	5.54026851834752e-05	0	0	0	0.000142897970848814	1.20586532896006e-05	0	1.53661759734472e-05	0.000363029114935018	4.52878039943843e-05	0	0.000855709648863972	0	0.000753559577477823	0	0	0	8.60733344809778e-05	0.0112121589634982	0.109124631917091	0	0.00199700449326011	0.0154521009652916	8.51897601908251e-05	0	0.000473973290211058	0.223645215918713	0	0	0	0	0.0104673531741541	0	3.42125970782442e-05	0	8.57443837428648e-05	0.000295914637330502	0	0	0.00204897551224388	4.64295663478503e-05	0	7.94239118924071e-05	0	0	0	0	0	0.000274304853752202	0	0.000465026157721372	0	0.000600757180748566	2.37478923745518e-05	0.000142095914742451	0	0	0	0	0	0.000115220647540039	0	0	0	0	0	0	0	0.000894454382826476
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter urolithinfaciens	0	0	0	0	0	0	0	9.70864360540189e-06	1.32025401687285e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0	0	0	0	5.69761611741647e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.54168700963973e-05	1.39542023080251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85445575084798e-05	0	0	0	0	4.56308464522017e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6484760411488e-05	0	0	1.23914201806669e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96269734895298e-05	0	0.000127779197546639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter	0	0	0	9.97655509552552e-05	0	0	7.77836835759752e-05	0	0	2.22064309824125e-05	0	9.36816017850603e-05	6.27226654623915e-05	9.83525940496681e-06	3.26573266712387e-05	0	0	0	0.000114933721553904	0.000186816119562317	7.38536852988964e-05	0	0	0	0	0	0	0	0	1.4951258895999e-05	0	0	0	0	0	0	0	7.21006525109052e-05	0	0	0	0	0	0	0	0	2.76583092475557e-05	0	0	3.87828393692359e-05	5.66064437001745e-05	0	7.13663807253679e-05	0	0	0	5.98062278218572e-05	0	0	0.000123420221169036	0	0	0	0	0	0	0	0	0	7.57002271006813e-05	0	0	0	6.35622846827606e-05	0	0	8.10644925941796e-05	0	0	0	0	0	0	0	0	0	0	9.64692263168049e-05	2.68842498622182e-05	0	0	0	0.000107159805887666	0	0	0	0	0	8.38882189482514e-05	0	0	0	0	0	0	0	0	0	0	2.43140401424803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7524820066707e-06	0	0	1.26897111821735e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.4651235316539e-05	0	0	0	1.32178970325821e-05	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter massiliensis	0	0	0	0.000910360652466703	0	0	0.00187977235308607	0	0	0.0001776514478593	0	0.00189066505420758	0.00120427517687792	3.93410376198672e-05	0.000963391136801541	0	0	0	0.00145582713968278	0.00129436882839605	0.00122386107066743	0	1.66613905596561e-05	0	1.35948991938225e-05	0.000562263673549711	0	0	0	1.4951258895999e-05	0	0	0	2.29763573283092e-05	0	0.000693729579734145	3.4611657206147e-05	0.000775082014492231	0	0	0	0	0	0	6.13798183157378e-05	0	0.000401045484089558	0	6.64787533904164e-05	0.00131085997068017	0.000330204254917685	0	0.00209817159332582	0	0	0	0.00126589848889598	0	0	0.00183896129541864	0	0	0	0.000279039090839908	0	0	0	0	0	0.00146858440575322	0	0	0	0.000877159528622097	0	0	0.00274461210640294	5.32396315817495e-05	0	0	0	0	0	1.37010700535712e-05	0	0	0	0.00121792398224966	2.68842498622182e-05	0	0	0	0.00243405844801984	0	0	0	0	0	0.00171970848843915	0	0	0	0	0	0	0	7.19019257732453e-05	0	0	0.000133727220783642	0	0	0	0	2.78442947040151e-05	0	0	0	0	0	0.00127779197546639	0	0	1.95049640133414e-05	0	0	2.5379422364347e-05	0	0	0	0	6.27470665746376e-05	0	8.67490782910432e-05	0	0	0	5.4962419445704e-05	5.50363790465498e-05	3.4651235316539e-05	5.08760862044405e-05	4.75127096498313e-05	0	3.96536910977463e-05	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia	2.08315973668861e-05	0	0	0	0	1.01928486973539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17236043049075e-05	0	0	0	2.67942070924266e-05	2.23783735398111e-05	0	0	1.5042796756773e-05	0	0	1.39006658418938e-05	0	0	0	0	2.76583092475557e-05	0	0	2.32697036215415e-05	0	1.14813198925348e-05	0	0	0	0	0	0	1.24848621046981e-05	0	0	0	0	0	0	0	1.19462894824867e-05	0	0	0	0	1.45872536577539e-05	0	0	0	0	0	0	0	0	1.67664269067619e-05	0	0	0	0	0	0	0	1.34421249311091e-05	0	0	0	0	0	0	0	0	3.21145848387045e-05	0	0	7.47477264233213e-05	0	0	0	3.71742605420007e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37478923745518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia equolifaciens	0.000322889759186734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011686642168002	0	0	0	0	0	0.000340146114939809	0	0	0	0	6.8870523415978e-05	0	0.000105512438744168	0	0	0	0.000334927588655333	0	0	0	0	0	0	0.000236311319312195	0	0	0	0	0	0	0	0	0	0.000287032997313371	0	0	0.000150925171300069	0.000294026081843025	0	3.517534911534e-05	0.000374545863140942	0	0	0	0	0	0	0	0.000143355473789841	0	0.00017902431746979	0	0.00014135163575254	7.29362682887693e-05	8.56174855367605e-05	0	0	0	0	0	2.86804141451803e-05	0.000123216442002021	0.000368861391948762	0	0	0	0	0	0.000196484709917119	0	0	0	0.000169413586969675	0	0	0	0	0	0	0	0	0	0.000473402267347702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49625187406297e-05	4.64295663478503e-05	0	0	0	0	0	0	0	0.000129933878093148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75656787384718e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34421249311091e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia isoflavoniconvertens	0	0	0	0	0	0.000397521099196804	0	0.000116503723264823	0.000224443182868384	0	0	0.000144780657304184	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81131836774856e-05	0.000159533251287661	0	0	0	0	0	0	0	0	0.000358053976636978	6.92233144122941e-05	0	0.000120342374054184	1.13542175240993e-05	0	0	0	0	0	0	0.000373387174842002	0	0	0.000837709330375495	0	0	0	0	0	0	1.99354092739524e-05	0	0	2.46840442338073e-05	0	0	0	0.000126835950381776	0	0	0	0	0	1.51400454201363e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41173065792012e-05	0.000914064495315419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299550673989016	0.000631962429214012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000593697309363794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia piriformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27904644696659e-05	0	0	0	0	0	0	0	0	2.23783735398111e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99354092739524e-05	0	0	0	0	0	0	2.53671900763552e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
