#Taxonomy	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283.S145.L001.001	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023.S170.L001.001	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026.S116.L001.001	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224.S144.L001.001	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter	1.0415798683443e-05	1.25656555502501e-05	0	0.00103506759116077	0.000629326620516048	0.000101928486973539	3.88918417879876e-05	2.91259308162057e-05	0.000105620321349828	0.0141454965357968	0	0.000374726407140241	1.25445330924783e-05	0.00208507499385296	0.000522517226739819	0.000529468215361197	0.00290601291127884	0	0.000166015375577861	0.000373632239124633	0.000200460002954147	0	0.00153284793148836	0	0	0.000815282326647081	2.27904644696659e-05	0	1.37741046831956e-05	0.000254171401231984	0	0	0.00786313381624095	0.00184959676492889	0	0.000179026988318489	0.000138446628824588	0.00198276794404989	0	0	0	0	0	0.0232102231472966	0.000613798183157378	0.0212364791108465	0.000179779010109112	0.00395732966276669	0.000212732010849333	0.000186157628972332	0.000235860182084061	0	8.56396568704415e-05	1.1342369420972e-05	0	0	7.97416370958096e-05	0	0	0.000185130331753554	0	0.00550050055679914	6.55243586803394e-05	0.000304406280916263	0.001027657387963	1.14077116130504e-05	0	2.02922077922078e-05	0	0.00044663133989402	0	0	0	0.00147464500464005	0	0.00312629304399798	0.000880128776736807	0	0	0	0	0.00145279765379968	0.00768250567877523	0.00104128132407141	0	0.00373358142267814	0	0.000325583638819217	1.34421249311091e-05	0.00288884108300808	0	2.26439019971922e-05	9.18512621894279e-05	2.95072292711714e-05	0.00142331288343558	0	0.00135504440901845	3.21145848387045e-05	7.340219157972e-05	0	0	0.00066924165360052	0.00031547163008698	0	0.000111522781626002	0	0.00224094335326615	0	0	0.000340396561994724	0.00363609919278598	0.00335843680032567	0.0194946064423465	0	0.00284011805980954	0.0262923808546307	0	0	5.22202301171474e-05	0	0	2.49875062468766e-05	0	0.00131658507090054	0.000688340569734195	0.0023780300705738	0.00298208212781077	0.000362609259895416	0.000913861211013502	0.0316619739320144	0	0.00111689778502855	0	0.00130123617436565	0	0.000261226816120069	0	0.000879398711131264	0.00193728054243855	0.00315326241380505	0.000783491727548383	0.000855228773696964	0	0.000528715881303285	0.00161167569503514	2.01877460381548e-05	0	0	0	0.000211148648648649	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19054483504243e-05	0	0	0	0	0	0	0	0	0	0	0	1.65152766308836e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Marseilla	0	0	0	8.72948570858483e-05	0.00174812950143347	0.000295592612223264	1.29639472626625e-05	0	0	0	0	0	0.000163078930202218	0.00277354315220064	0	3.30917634600748e-05	0	0	0	0	0	0	0.00698112264449591	0	0	0	3.41856967044988e-05	0	0	0.0113480055020633	0	0	0	0.00961560554189739	0	0	0	0	0	4.54168700963973e-05	0.000293038248468526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98062278218572e-05	3.517534911534e-05	0	0	0	0	0	0	0	0	0	4.05844155844156e-05	0	0	0	0	0	0	0	0	0	0	2.86804141451803e-05	0	0	0.00764415961765624	0	0.000397331031553564	0	0	0	0	8.06527495866547e-05	0	0	2.26439019971922e-05	0	0	0.00422085889570552	0	0	0	0.000188748492633566	0	2.49159088077738e-05	0	0.00482220920275812	6.65668164420037e-05	2.47828403613338e-05	0	0.0111088475319664	0	0	0.00547065903205806	0	0	0	0	0	0	0	0	0.000400355097564797	0	0	0	0	0.0189783299849812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00772221993212141	0.0145736331715264	0.0085242038878686	0	0.00147289399914477	0	0.0096094111426872	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Massiliprevotella	0	0.000263878766555251	0	6.23534693470345e-05	0	3.05785460920618e-05	0	0.000601935903534917	0.00139946925788522	0	0	3.40660370127492e-05	2.50890661849566e-05	0	0.000130629306684955	0	0	0	3.8311240517968e-05	0	0	0.00010063526007925	0	0	0	0	0.000524180682802316	0	0	0	0	0	0	0	0	0.0024168643422996	0.000657621486916794	0	4.51283902703191e-05	0.000408751830867576	0	0	0	0	0	0	0.00316687640884513	0	0	0	0	0	0	0	0	0	1.99354092739524e-05	0	0	0	0	0	0	0.00167423454503945	0.00187659175193244	0	0	0.000243506493506494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006196518146946	0	0	0	0	0	0	0	0	0	0.00166417041105009	0.00271372101956605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230441295080078	0	0	0	0	9.52834683182468e-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	2.08315973668861e-05	1.25656555502501e-05	2.67816492139586e-05	0.00209507657006036	0.00601356548493112	0.00279284054307498	0.000855620519335727	0.000446597605848487	0.000792152410123708	0	3.33240766453763e-05	0.000187363203570121	0.000564503989161523	0.0627587902630932	0.000310244603376768	0.0583738707435719	0	1.29851579644466e-05	0.000319260337649733	0	0.0005802789559199	0	0.0615471767273697	1.47889615191221e-05	2.7189798387645e-05	0.00148999873490673	0.000489994986097817	0	2.75482093663912e-05	0.046917050415645	2.3447208609815e-05	0	0	0.0632539117248351	0	0.000895134941592445	0.000138446628824588	0	0	0.000715315704018258	0.00124192400541423	0	1.14226968987378e-05	0	0.000184139454947213	0	0.000525507875703558	0.000172057811424639	0	0.000876492169744731	0	1.14813198925348e-05	1.42732761450736e-05	3.40271082629161e-05	3.01850342600139e-05	0	0.000887125712690882	3.517534911534e-05	0	0.000259182464454976	0	1.12484673963173e-05	0	0.000507343801527105	0	2.28154232261008e-05	1.19462894824867e-05	0.00166396103896104	0	0.000499621498864497	1.57057373058378e-05	1.45872536577539e-05	1.22310693623944e-05	0.000572060562144846	1.65152766308836e-05	4.59748977058526e-05	0.000370580537573392	0.000159718894745248	0	1.23216442002021e-05	0	0.0587907835603047	1.84675617278251e-05	0.0707523257566416	0	0	0	0.000614991317769632	0.000779643246004328	0	0	6.79317059915765e-05	0.000199011068077094	0.000324579521982886	0.0137423312883436	5.28813738580928e-05	2.27738556137554e-05	0	0.00181408273475594	0.000100418890227807	4.98318176155475e-05	3.8242380205744e-05	0.022488620487629	0.000665668164420037	0.000111522781626002	8.51897601908251e-05	0.0689419631622467	0	0.00010584250635055	0.0615266785805463	0	0.000203541624262162	0	5.65802874278601e-05	0	0.000307913373704198	0	9.7993581420417e-05	0.00323765426726314	0.000118161408483989	0	0	0	0.0651660847685736	5.2949274594938e-05	1.91776618594661e-05	0	0	1.47396969518307e-05	1.86466277573701e-05	1.44370975659054e-05	0.0693229591516597	3.87521798101143e-05	0.000607243548037302	5.66752057309968e-05	0.000831176233109312	7.10479573712256e-05	0.0592082663478846	0.0680579863289634	0.0257458678401885	0.0619263721280449	0.0544495652587067	0	0.0532945608353711	0	0	0	9.52834683182468e-05	4.03502400839285e-05	0	8.13140348024069e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1.0415798683443e-05	0.0116483626950818	0	0.00339202873247867	0	0.0273168345089085	0.000713017099446439	0.0326792943757828	0.0244907120129913	0	0	0.00326182304397074	0.00212002609262883	0	0.000669475196760393	1.65458817300374e-05	0	1.29851579644466e-05	0.00154522003422471	0	0.00142432107362157	0.00124536134348072	0	1.47889615191221e-05	0	0.00075905595929211	0.0165572724372123	0	0	0	0	0	1.58851188206888e-05	0	0	0.0594145817481985	0.0894019105634778	0	0.00270770341621914	0.00926504149966505	0.000153496225388276	1.39006658418938e-05	0	0	0.00055241836484164	1.98471767391089e-05	0.08503547178161	0	1.32957506780833e-05	0.0772709291592656	0	0	0	0	0	3.45913037462382e-05	0.000767513257047167	0	1.24848621046981e-05	0.00596119668246445	0.000783739336005756	0	0.00278478524391443	0.11679054311154	0.0929806532326527	0.000114077116130504	0	0.00789366883116883	0	0.00108251324753974	0	1.45872536577539e-05	0	0.00024153668179449	0.000148637489677952	0	0.000440064388368403	0	2.86804141451803e-05	0	0	0	1.84675617278251e-05	0	9.3694368968425e-05	0	0	0.000542639398032028	0.203500329332061	0	2.42019409956679e-05	2.26439019971922e-05	0.000443947767248902	0.041133077604013	0	0	0	0.177914800006423	0.000629161642111886	1.43455557468296e-05	0	0.000133848330720104	0	0.09069728740223	0.0547081200976444	8.51897601908251e-05	0	0	0.00254022015241321	0	0	0	0	0.000792124023990042	2.78442947040151e-05	0	0.00016923337282112	1.22491976775521e-05	0.00191474177096207	0.00354484225451967	0	0	0	0	0	0	0	0	0	0	1.44370975659054e-05	0	0	0.000390370852309694	0	0.150894108147902	0	0	0	0	0	0	0.0432653531512847	3.96536910977463e-05	0	0	0	0.0663172939494998	8.0700480167857e-05	0	8.13140348024069e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia	0	0.000439797944258752	0	0.000187060408041103	0	0.00886777836669793	0	0.00176697313618314	0.000118822861518556	0	0	0.000255495277595619	0	0	0	0	0	0	2.55408270119786e-05	0	5.27526323563546e-05	0.000138373482608969	0	0	0	5.62263673549711e-05	0.000227904644696659	0	0	0	0	0.000111594688092847	0	0	0	0	0.000969126401772117	0	0.000571626276757375	0	0	0	0	0	6.13798183157378e-05	0	0.000110633236990223	0	0	0.024006577569557	0	0	0	1.1342369420972e-05	0	0	0	0	0	0.00118483412322275	7.70891150169596e-05	0	0	0.00398264884198777	0	2.28154232261008e-05	0	0.00131899350649351	0	6.81302043906132e-05	0	0	0	2.54249138731043e-05	1.65152766308836e-05	0	0.000173709626987528	0	0	0	0	0	0	0	4.68471844842125e-05	0	0	7.23519197376037e-05	0.076996491605393	0	0	0	0.000137776893284142	0.0106521097668929	0	0	0	1.60572924193522e-05	0	0	0	1.9121190102872e-05	0	0.000499251123315027	0.000123914201806669	0	0	0	0.000740897544453853	0	0	0	0	2.82901437139301e-05	0	0	2.82055621368534e-05	0	0	5.90807042419946e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33745391455216e-05	0	0.0414875679783419	0	0	0	0	0	4.75127096498313e-05	0.000518492913930176	0	0	0	0	0.00457360647927585	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.114302974752104	0.000552888844211003	1.33908246069793e-05	0.00833042350476381	0.00321655828263758	0.000346556855710034	0.00561338916473288	6.79605052378132e-05	0.000211240642699655	0.0361631728548588	3.33240766453763e-05	0.00470962961701258	0.00406442872196297	0.00837964101303172	0.00514352895072009	0.00643634799298455	0.000195034423575761	0.0970510706262742	0.00660230378259648	0.00904723779023218	0.00486379270325589	3.77382225297189e-05	0.00548159749412686	0.106495311899198	1.35948991938225e-05	0.0164602690431678	0.000159533251287661	0.12776075919539	0.144986225895317	0.00574128341606363	0.110670824638327	0.0324740542350184	0	0.00673207269719459	0.141875326554399	0.0131361052678691	0.00519174858092205	0.0262987130033527	1.5042796756773e-05	9.08337401927946e-05	0.000153496225388276	0.156980219352507	1.14226968987378e-05	0	0.00233243309599804	0	0.00454979187122291	0.000344115622849277	0.00595649630378131	0.00802804774943183	0.00517005519128261	0.0956968013042779	0.00278328884828935	3.40271082629161e-05	0.133040538501011	0.144124667058701	0.0097583828395997	0.0979281719371065	0.094148345131528	0.0027029028436019	0	0.0369062215273169	0.0073551092618681	0.0067984069404632	0.000938295875966221	6.84462696783025e-05	0.0947221293066374	0.00184659090909091	0.10601223332836	0.00928084784254353	0.105998021077099	0.125479555963999	0.106336917036657	0.0140726898287632	3.30305532617671e-05	0.00018389959082341	0.00590612731757594	0.000106479263163499	0.10502767659965	0.125754700707262	0.145934979796456	0.0076848922621553	0.00306561524681896	0.00706975214764273	0.0133982947624848	0.000122412505661578	0.13091240354387	0.00666843526914914	0.000107536999448873	0.0201604228771628	0.101623950240809	9.05756079887686e-05	0.00163801417571146	0.00156388315137209	0.00446625766871166	3.96610303935696e-05	2.27738556137554e-05	0.00992340671515969	0.00878729093482934	2.86911114936593e-05	0.114314189610066	0.000344181421851696	0.00401099643967732	0.000532534531536029	0.000260219823794005	0	0.0127745754790466	6.97019544428026e-05	0.000846740050804403	0.00840050086922694	0.0316704239691659	0.0143496845104824	0	5.65802874278601e-05	0.0190176532828423	3.42125970782442e-05	0	1.22491976775521e-05	0.000887743911991506	0.00573082831147347	0.00127779197546639	0.120739630184908	0.0708050886804717	0.0104351557471376	0.0064068622259875	1.91776618594661e-05	0.0331074564742906	0.000324439864116951	0.000117917575614645	0	0.102604452400889	0.00828261278785217	3.87521798101143e-05	0.00897852960312297	0	0.000736184663611105	0	0.00579853525152177	0.00823344230536385	0.00855885512318514	0.00853700726510511	0.00475127096498313	0.000460882590160157	0.0079043024254841	0	2.01877460381548e-05	0	0.000476417341591234	8.0700480167857e-05	0.000211148648648649	0.000162628069604814
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0.14021748187651	0.0636827423286673	0.044618227590455	0.0743128647677957	0.0279700720229355	0.0570391813103926	0.0840452701038412	0.024883253560645	0.0213485074528339	0.0863163972286374	0.0645709525131908	0.0649468995648064	0.0619950825430277	0.120629456601918	0.0525619672773587	0.166517753731096	0.000721627367230316	0.13129293217852	0.061004265318111	0.115799306111556	0.0425502732586356	0.0366312346688471	0.125177027274696	0.129654825638144	0.0568130837309841	0.136784695182806	0.058867769725147	0.183822111779953	0.0922451790633609	0.124603791639256	0.14386034842552	0.0499944202655954	7.94255941034439e-05	0.136065988098247	0.135525099473494	0.0924226827194199	0.0477294752872768	0.0453152601031039	0.00704002888216977	0.0334495248259966	0.0170799436250227	0.101794575960188	0.0962019532811697	0.000193620213950336	0.0143628774858826	7.93887069564354e-05	0.0615259089211877	0.00154852030282175	0.0792027867893421	0.0755412145233977	0.0843530355205434	0.137075478196974	0.0456316638358002	0.0445868541938411	0.141794198436415	0.0860977550243869	0.102527809895937	0.0829082978648563	0.139555788606315	0.050207345971564	0.0152379484016857	0.0922599295845941	0.0335157094649936	0.104487455924507	0.031723336758858	0.0163358430298882	0.145469967028241	0.0507913961038961	0.0892137848724452	0.0919530658591976	0.0796909110898211	0.139249923416918	0.184322215291283	0.135578353228328	0.0310817506193229	0.000689623465587789	0.0625702076409075	0.00393973273704946	0.142054091261078	0.151051036250277	0.139194876179937	0.138260172977964	0.0153650113575505	0.0832477016454985	0.00669914738124239	0.000220342510190841	0.102832952272078	0.0712425236349604	0.00290349898511957	0.0347121915240173	0.13010963479271	0.0341243603097686	0.056029269935551	0.0157863676600767	0.0491288343558282	0.0661149376660806	0.000261899339558187	0.00422306790628964	0.097257903843129	0.0609399208125323	0.063660147003862	0.0262342728211404	0.0895038081932489	0.0108503910800466	0.0285870063567986	0.0105209353835669	0.119680755449567	0.0607661638832353	0.017887383573243	0.158855781270895	0.045633044869464	0.0069204152249135	4.48839749248193e-05	0.0029138848025348	0.0696664253494459	3.42125970782442e-05	2.82055621368534e-05	0.0728949753791127	0.0277289421922053	0.0252865414155737	0.0320725785842065	0.12256371814093	0.123827653449717	0.115839981275235	0.0112252462141269	7.67106474378644e-05	0.0660880158367596	0.000706133821901599	0.000471670302458581	7.45865110294803e-05	0.100785378107585	0.160268557444939	0.047800813795776	0.0620689655172414	0.0612658973952075	0.002754755515448	0.0442628774422735	0.115503524465147	0.120210459113474	0.0626840846876191	0.167901259691894	0.128949493989642	0.002938126512271	0.14937545436521	0.00264135738908537	8.07509841526194e-05	0.0601036269430052	0.00133396855645545	0.000242101440503571	0.00126689189189189	0.0324442998861603
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8985990006858e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14226968987378e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66224810359359e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000588474025974026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55408270119786e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40051234385981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38520675299466e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42732761450736e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas	0	0	0	0	0	0	0	0	0	0	0	0	1.25445330924783e-05	0	0	0	3.90068847151522e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53661759734472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82055621368534e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.07509841526194e-05	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75656787384718e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223843846532659	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola	0	0	0	0	0	5.09642434867697e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03176300396251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium	0	0	1.33908246069793e-05	0	0	3.05785460920618e-05	0	0.000116503723264823	0.000250848263205841	0	0	0.000289561314608368	0.000125445330924783	0	0.000179615296691813	3.30917634600748e-05	0	0	2.55408270119786e-05	1.33440085401655e-05	0.000158257897069064	1.25794075099063e-05	1.66613905596561e-05	0	0	4.21697755162283e-05	1.13952322348329e-05	0.000428439836335983	1.37741046831956e-05	0	0	0	0.000158851188206888	0	0	0.00165599964194602	6.92233144122941e-05	0	0.000391112715676099	5.67710876204966e-05	0.000181404630004326	0	3.42680906962134e-05	0	0	7.93887069564354e-05	4.14874638713335e-05	0	1.32957506780833e-05	2.32697036215415e-05	0	0	0	1.1342369420972e-05	0	0	5.98062278218572e-05	0	0	0	6.42409291807997e-05	1.12484673963173e-05	0.000311240703731612	0.000126835950381776	0	0	0	0.0023538961038961	0	6.0560181680545e-05	0	0	0	3.81373708096564e-05	4.95458298926507e-05	0.000965472851822905	0	0	0	3.69649326006062e-05	0	0	5.54026851834752e-05	4.11032101607135e-05	0	0	0	0.000108527879606406	0	4.60985279203417e-05	9.68077639826714e-05	0	0	0.00120979640011803	0	1.32203434645232e-05	1.13869278068777e-05	0	0.000136318355790909	4.30366672404889e-05	0	1.9121190102872e-05	0	0.000632384756199035	2.47828403613338e-05	8.51897601908251e-05	3.59509628866226e-05	8.36423453313631e-05	0.00010584250635055	7.29421204274408e-05	3.63609919278598e-05	0	5.98452998997591e-05	5.65802874278601e-05	5.56885894080303e-05	6.84251941564884e-05	0	2.44983953551042e-05	0.00013925394697906	0	0	0	0	0	0.000105898549189876	0	1.26897111821735e-05	9.54234894461621e-05	5.89587878073227e-05	0	1.44370975659054e-05	5.01976532597101e-05	0	0	0.000102015370315794	0	0	1.3740604861426e-05	3.30218274279299e-05	0	0	0	0.000115220647540039	1.32178970325821e-05	0.00447687693065318	4.03754920763097e-05	0	0.00133396855645545	0.000443852640923213	0.000211148648648649	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212272623363052	0	0	0	0.000102163308047915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122468349585904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03754920763097e-05	0	0	0	0	0
