#Taxonomy	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria	0	0	0	2.09740341457276e-05	0	0	0	1.27704135059893e-05	0	0	0	0	0	0	0	0	1.40565918387428e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115220647540039	0	0	3.74120816082207e-05	0	0	0	3.02800908402725e-05	0	1.70330185063746e-05	0	0	0	2.50890661849566e-05	0	0	0	2.91259308162057e-05	0	1.05505264712709e-05	3.47419253975055e-05	3.98708185479048e-05	0	0	3.70260663507109e-05	0	1.32025401687285e-05	0	0	0	0	0	0	6.1234174792952e-05	0	0	0	0	0	0	1.84675617278251e-05	0	0	0	0	0	0	0	1.27124569365521e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14881786641546e-05	1.38291546237778e-05	0	1.29639472626625e-05	1.28481858361599e-05	1.63286633356193e-05	0	0	0	0	0	3.30305532617671e-05	0	1.47396969518307e-05	0	0	0	0	0	4.33745391455216e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13798183157378e-05	0	0	0	2.37512766311189e-05	0	0	0	0	0	0	4.47687693065318e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39542023080251e-05	0	0	0	0	0	1.23420221169036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.52139837838651e-05	0	0	0	0	0.000432684306873024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus	0	0	0	0	0	0	0	0	0	0	9.83525940496681e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32025401687285e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10479573712256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus	0	0	0	0	0	0	0	0	0	0	0	0	1.26898722129868e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5308543698238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	8.44105730272043e-05	0	0	0	0	0	6.80102468771962e-05	0	0	0	0	3.81693957784648e-05	0	0	0	0	0	0	0	0	5.03176300396251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14226968987378e-05	0	0	1.25445330924783e-05	0	0	0	0	0	4.22021058850837e-05	0	9.9677046369762e-06	0	0	2.46840442338073e-05	0	0	0	0	0	0.000771103896103896	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23216442002021e-05	0	0	2.42019409956679e-05	0	0	2.74021401071424e-05	0	0	2.49165296257537e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13927433446397e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126835950381776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383593980525229	0	0	0	0	0.000421908560908254	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0	0	0	0	0	0	0	1.27704135059893e-05	0	0	0	0	0	0	0	1.13544753664657e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76103237700196e-05	0	0	1.24706938694069e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9677046369762e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29639472626625e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13798183157378e-05	2.95072292711714e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57002271006813e-06	0	0	0	0	0	2.50890661849566e-05	0	0	0	0	0	0	0	1.99354092739524e-05	0	0	1.23420221169036e-05	0	0	0	0	0	0	3.07323519468945e-05	0	1.5308543698238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58851188206888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23914201806669e-05	0	6.81268521987941e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13954919433872e-05	0	0	0	0	9.70864360540189e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000852272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70337168619123e-05	0	0	0	0	0	0	2.76583092475557e-05	5.65802874278601e-05	0	1.28481858361599e-05	0	0	0	0	0	7.75698904713146e-06	0	0	0	0	0	0	0	5.07343801527105e-05	0	0	0	0	0	0	0	0	0	3.32834082210018e-05	0	0	0	0	0	0	0	0	0	0	0	2.37512766311189e-05	0	0	1.95034423575761e-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0183894462666409	0	0.00486255830108167	0.0219703007676497	5.43795967752899e-05	3.40271082629161e-05	0.000113350411461994	0.0361913518759737	0.000376482399447826	0.00508995672967433	0	0.0042368029314096	0.00569775262363108	0.0015365361024027	0.00784018177523312	0.00473481622781619	0.0206772465947906	3.33227811193122e-05	0	2.22160510969175e-05	0.0066041889427008	0	0.00100734650684792	0.00227437923515206	0.000221834422786832	0.00272028779534553	0.00104239054899236	0.00284265174523856	0.00273168345089085	3.89554738933399e-05	0.0555939624380689	0.000133908246069793	0	0.0223350127201077	7.75043596202286e-05	0.013041283940648	0.000279700720229355	0.012884178652536	0.000212974400477063	0.0681405905347516	7.99588782911645e-05	4.1221814584278e-05	0.00227909838867744	0.0538411360329169	0.00779290098745663	1.19836542955409e-05	0.0230272317202205	0.0273686663236279	0.0147077292326584	0.00980143909181068	0.0335722805757895	0.0184701566923169	0.00753628980459885	0.0267657235904743	0.021265304107425	0.0441706593657312	0.0381157334671191	1.100727580931e-05	0.00349465212326591	2.92574460200121e-05	0.00316558441558442	0.01484372599035	0.00111190940504294	0.0237282427322689	0.000449775112443778	0	0	0.00192461908580593	0.00157365936327321	1.78622463561017e-05	0.0467783338565809	1.33971035462133e-05	0.00570480761981353	0.000234159779614325	0	0	0.000103953705949617	0	0.0107420261113865	0	0	0	6.12459883877606e-05	4.98330592515075e-05	3.01850342600139e-05	1.0415798683443e-05	1.49186931224825e-05	6.95033292094691e-05	0.000133727220783642	0.000212242655779867	0	0.00690858846629336	0	1.19462894824867e-05	0.0023847238420164	0.000276730429969906	0	0.000167664269067619	0	0.0613396301236526	1.14881786641546e-05	0.0190980625354372	0.0138904605635397	0.0344063160351064	0.0266985301675403	0.0075111851343849	7.10479573712256e-05	4.64295663478503e-05	9.25424042516625e-05	0.000111594688092847	0.00411896118402681	0.00208092485549133	0.00682072009785673	0.0206060963386593	0.00556426631993575	4.28439836335983e-05	4.30366672404889e-05	0.00370141887723627	0.00839653991527359	0.0279765777488614	0.0130465917737099	0.000999246469875176	0.00813204898591413	0.0221279540292131	4.75127096498313e-05	0.0025545880027597	0	0.00293892154357271	0.00346147445498419	0.000212958526326998	0.0385898046688899	0.000158507313980345	0.00738658025162028	0.000317527519051651	0.0133601429848079	0.0328464626886335	0.114043702430641	0.00312776630274417	0.000172711571675302	0.0313737075332349	0.000237512766311189	0.0380217896927409	0.00569576557226143	0.0899303727107835	0.0124591972782861	0.0455953200275293	0.0774915540540541	0.0160719881810449
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115220647540039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05505264712709e-05	0	9.9677046369762e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90841949778434e-05	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01877460381548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05844155844156e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74067433723825e-05	0	0	0	0	0	0	1.38291546237778e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.9121190102872e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.000144703839475207	0	0.000138930237173762	4.19480682914552e-05	2.7189798387645e-05	0	3.40051234385981e-05	0.000332030751155722	2.50988266298551e-05	3.41607834206331e-05	1.96705188099336e-05	5.72540936676972e-05	0.0263695544585866	0.000706310950298014	0.00336329175149886	0.000113544753664657	0.000154622510226171	0	6.97019544428026e-05	4.4432102193835e-05	0.000125794075099063	0	3.05256517226643e-05	0.000246195690403058	0.000133100653672099	0.000588470421033931	9.92752903802244e-05	2.99226499498796e-05	0.00143719166632691	0.00451883497162743	0.000403272266390137	1.33908246069793e-05	0	0.00016211902030229	7.75043596202286e-05	0.000282628444534168	6.99251800573386e-05	0.00267221801665405	4.25948800954125e-05	0.000246978768342432	1.14226968987378e-05	0	7.97684436037104e-05	0.000238346128757088	0.0185214838537497	3.59509628866226e-05	0.0576933786267194	0.000320385238978262	8.37252138481504e-05	0.00091789580300057	0.000220032194184202	8.97093417327858e-05	0.0216811064643668	0.00508854060655404	0.000370260663507109	0.000136892539356605	0.000316860964049483	4.40291032372398e-05	0.00712167743301917	0	0.00294237012987013	0.0358646547220259	0.000342125970782442	0.00045925631094714	9.99500249875062e-05	0.00306332326812831	0	0.00310391999622624	0.00125085744260178	0.00330451557587882	0.00821806496888216	4.01913106386399e-05	0.000376969666507502	8.26446280991736e-05	0.00606224894649942	0.00352769093985717	3.4651235316539e-05	0.00350928144437184	0.000203399310984834	2.64357940651642e-05	1.37010700535712e-05	0.00390446375180274	4.89967907102085e-05	0	4.52775513900208e-05	0.00547871010749104	0.00246158436520961	5.56026633675753e-05	3.64710602137204e-05	2.49697242093961e-05	0.00271417434239021	0.0570140353428842	0.00146063356944292	0.00425287905576528	0.0362582464446727	5.18869556193573e-05	0.00718730625272681	6.70657076270476e-05	0.00370601401680549	0.0251270774000505	0	0.000760603504307782	2.82901437139301e-05	0.000129639472626625	0.000231267345050879	0.000310244603376768	0	0.0069180053858297	1.32203434645232e-05	0	0.00655465574482609	4.95458298926507e-05	0.00886826570228155	0.059975826896999	0.00076484760411488	0.00218504316531351	5.73822229873185e-05	0.0428747686613202	0.000811750082443368	0.000130123617436565	0.00595264736158976	0.00199849293975035	4.84050534875841e-05	0.000571626276757375	0	0.000186466277573701	8.13140348024069e-05	0.0127779197546639	0.00802130138126144	0.000106479263163499	0.0258218199142449	4.52878039943843e-05	0.000111195831744821	0.000423370025402202	0.00576407506702413	0.000519174858092205	0.000429658728210165	0.0080554735910298	0.00621761658031088	0.000827178729689808	0.0299266085552098	0.000612070020810381	0.000556152193924517	0.00167729604275155	0.000275849386235116	0.000172057811424639	0.00168918918918919	0.00170121323364821
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23914201806669e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03856973947079e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32025401687285e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590144585423429	0	0	9.50051065244757e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71742605420007e-05	0	4.54179014658628e-05	0	0	0	0	1.25794075099063e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13954919433872e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.14077116130504e-05	3.96076205061854e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37010700535712e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53166184951114e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61015702290657e-05	0	0.000156648614778678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12538298933568e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25794075099063e-05	0	0	0	0	0	0	0	1.01928486973539e-05	0	0	0	0	0	0	0	0	7.57002271006813e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23420221169036e-05	0	1.32025401687285e-05	0	0	0	2.02922077922078e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52834683182468e-05	0	0	0	0	0	0	0	0	0	0	1.22414004162076e-05	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.187620586532896	0	3.96943534782177e-05	0.192258483996812	1.35948991938225e-05	1.1342369420972e-05	0	0.203330523842362	3.76482399447826e-05	9.10954224550216e-05	0	1.90846978892324e-05	0.0131086379960154	0.102960310281161	0.00764895782949573	0.212941831022698	0.124471120732067	6.66455622386244e-05	2.7880781777121e-05	2.22160510969175e-05	0.160349707528775	9.8159509202454e-05	1.01752172408881e-05	0.0100236816806959	0.00871069833476293	0.00759459939598508	6.61835269201496e-05	4.48839749248193e-05	0.114842826273087	0	0.0398663440488536	1.33908246069793e-05	0	0.203658901581284	0	4.03754920763097e-05	0.000279700720229355	0.132482967448902	4.25948800954125e-05	0.221173745305274	1.14226968987378e-05	2.7481209722852e-05	0.150306538733277	0.179650258417382	0.012823592207099	2.39673085910818e-05	0.00988472461992538	0.198920398831079	0.221746228876826	0.276117828279631	0.187282139176153	0.146385710298632	0.0163999942906895	0.0119071850193365	0.246667654028436	0.179078256901666	0.210923781735606	3.30218274279299e-05	0.0244360902255639	1.95049640133414e-05	0.0743100649350649	0.0102799717262362	3.42125970782442e-05	0.309860232996035	0.0103448275862069	5.83490146310154e-05	1.4951258895999e-05	0.00838718807490919	4.03502400839285e-05	0	0.0135736578699514	0.013316720924936	0.0577894498756	0.00482093663911846	2.46432884004041e-05	5.73608282903605e-05	3.4651235316539e-05	0	0.143930437435643	2.64357940651642e-05	5.48042802142847e-05	0	6.12459883877606e-05	0.00548163651766582	0.0100365238914546	4.16631947337722e-05	4.47560793674474e-05	0.0106757113665745	2.43140401424803e-05	0.00618000674182554	2.88741951318107e-05	0.0104356046832958	6.28229492233513e-05	1.19462894824867e-05	0.0199307211613779	0.0116572693624823	4.59252795701394e-05	0.0172023540063377	2.44621387247887e-05	0.0178989869858322	3.44645359924638e-05	0.228526780157929	0.141648749575648	0.210430791967538	0.247969986637887	0.316416838117632	0.000923623445825933	0	6.6101717322616e-05	0.00301305657850686	0.121489962456173	0.10262592898431	0.0101978407700899	0.0127498378633335	0.182951546904279	4.28439836335983e-05	1.43455557468296e-05	0.0163479333744602	0.0849293523756374	0.132335718932986	0.128630891106834	0.00719129836516725	9.68101069751682e-05	0.353099568271733	0.000380101677198651	3.72932555147402e-05	0.0012197105220361	0.00766675185279836	0.0651356298885006	0	0.0166746069556932	2.26439019971922e-05	1.58851188206888e-05	0.0736663844199831	0.185790884718499	0.0163367022013014	0.10729192241591	0.0329005606373561	0.000345423143350604	0.0974889217134417	0.0008787972353514	3.67242012486228e-05	3.83553237189322e-05	0.008327969886685	9.19497954117052e-05	0.000516173434273916	0.000211148648648649	4.47687693065318e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0110095504534054	0	0.0117693758062916	0.00200302026091698	1.35948991938225e-05	1.1342369420972e-05	0	0.0100886266697316	1.25494133149275e-05	0.0258597130494193	0	0.022004656666285	0	0.00223045563252004	3.37454021889518e-05	0.000227089507329314	0.00165867783697165	0	0	1.11080255484588e-05	0.000301905780237751	0	0	2.3447208609815e-05	2.95779230382443e-05	0	1.65458817300374e-05	0.00317180089468723	0.00149834875851103	1.29851579644466e-05	0.000172830971310059	1.33908246069793e-05	0	0.00737018007681947	0	0.161764409003735	0	0.0164950794852385	0	0.00148187261005459	1.14226968987378e-05	2.7481209722852e-05	0.00028488729858468	0.0286266245170355	0.000213504136642647	0	0.00086317313582447	0.000524266754691702	0.000153496225388276	0.00597159798273934	0.00159812856828525	0.00194370240421036	0	0	0.00979956556082148	2.28154232261008e-05	0.000528101606749139	0	0.000105898549189876	0	0.00219155844155844	0	0.0054911218310582	0.00970561670468288	0	0	0	2.83032218500873e-05	0.0422870516079571	0	0.00011080537036695	0	0.000238747455454751	2.75482093663912e-05	1.23216442002021e-05	0	0	0	0.00336880108818631	0	0	3.517534911534e-05	7.34951860653127e-05	0	0	1.0415798683443e-05	0	0	0	6.24243105234903e-05	4.33112926977161e-05	7.27219838557196e-05	0	0	0.248063499799822	1.72956518731191e-05	0	0	1.22310693623944e-05	0.000234327120660442	1.14881786641546e-05	0.00865705079448493	0.00019803100599751	0.00770058467402155	0.000102785486689279	0.00339636197380882	7.10479573712256e-05	9.28591326957006e-05	0	0.000111594688092847	0.00480933320922151	3.30305532617671e-05	3.98872520342499e-05	0.000191616060373799	0	0.000278485893618389	0	0.000308451573103023	0.00337383628015525	0.0125786163522013	0.00487848543167883	0.00509451888739639	0.0930587153298804	0.000195556357838049	4.75127096498313e-05	0.0527140166700852	0.000162628069604814	0	0.0395074055583292	0	0.0161029061457837	0.000203795117974729	0.0504352522556869	0.00010584250635055	0.00835567470956211	0.00173058286030735	0.00294623127915541	0.00778990852758926	0	0.0131166912850812	0.0230862408854476	0.241596278614273	0.251208192697146	5.85103270727283e-05	0.0488713162613213	0.189779766001376	0.0384290540540541	0.0416797242243811
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.00895957939417326	0.00910360989679571	3.96943534782177e-05	0.00613490498762532	0.000244708185488805	0.000340271082629161	0.00036272131667838	0.00658953336909049	0.000313735332873188	0.000341607834206331	0.00368822227686255	5.72540936676972e-05	0.000177658210981815	0.0015737103629447	0.000731150380760621	0.00057907824368975	0.005847542204917	0.00476515770006165	0.000376390553991134	0.000644265481810608	0.000465438077866532	0.00549693251533742	0.000335782168949307	0.000316537316232503	0.000783814960513473	0.000610676852016344	0.000165458817300374	0.000149613249749398	0.000468871040078281	0.000181792211502253	0.00218919230326074	0.000348161439781462	0.00169719352079401	0.00640993664887514	0.000290641348575857	0	0.0116075798895182	0.00862982588947767	0.000383353920858713	0.0140096577214931	0.000262722028670969	0.00972834824188961	0.000444424185792101	0.00393898339103819	0.000373632239124633	0.00303186453677184	8.35328841120454e-05	0.00114561994543742	0.000725618520017303	0.00721656010634931	0.00788641706523376	0.00185399306247757	0.000371105179771913	0.000712395684917566	0.00817041864139021	0.000912616929044034	0.000924177811810992	0.0053055069400874	0.000397119559462035	0.00320856658019466	0.00213068181818182	0.000153661759734472	8.55314926956105e-05	0.00864932718950446	0.000774612693653173	0.000233396058524062	0.0078494109203995	0.000405679513184584	0.000201751200419642	7.1448985424407e-05	0.00169901567895991	0.000616266763125812	0.000691111055263753	0.000619834710743802	0.000184824663003031	0.000200762899016262	0.00724210818115666	0.000242019409956679	0.00633080355440296	0.00527394091600026	0.00160302519626783	3.517534911534e-05	0.000379725128004116	0.00191857278118304	0.000633885719460292	0.00010415798683443	0.000522154259286886	0.00132056325497991	0.00716048482196044	0.000549333932606714	0.000144370975659053	3.63609919278598e-05	0.000172763110364216	0.000215033210684761	0.0113666034221657	0.000588052163686049	0.000309995637098441	0.000737722783897524	0.000134541762986338	5.40754893831789e-05	0.00259632837809894	0.00507529974692647	0.00175398891026366	0.00519854285232768	0.00100215849522047	0.00927468077463179	7.10479573712256e-05	0.000232147831739252	0.000264406869290464	0.00502176096417811	0.00211765800986689	0.000578034682080925	0.000358985268308249	0.000132657272566476	0.000325060231748824	8.56879672671965e-05	0.000430366672404889	0.000308451573103023	0.00613885999847797	0.0142268488397311	0.00109654030345075	0.00499623234937588	0.000145215160462752	0.0011131669600012	0.00261319903074072	0	0.000487884208814441	0.000383337592639918	0.0054917623564653	0.000638875578980993	0.00209623630300143	0.000611385353924188	1.58851188206888e-05	0.000211685012701101	0.0065236818588025	0.00408417555032535	0.0102504296587282	0.00271466509294777	0	0.0017725258493353	0.00147257915112937	1.22414004162076e-05	1.91776618594661e-05	0.000955668675521229	0	0	0.000422297297297297	4.47687693065318e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Colidextribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81131836774856e-05	0	0	0	0	0	0	0	1.47889615191221e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.27100681302044e-05	0	0	0	0	0	0	0	0	0	7.76691488432151e-05	0	0	0	9.9677046369762e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50925171300069e-05	0	0	0	0	0	0	0	0	0	0.000348134867447649	0	0	0	1.22310693623944e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133133632884007	0	0	0	0	0	0	0	0	0	0	0.000295420974889217	0	0	0	0	0	0	0	0
