#Taxonomy	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas faecihominis	0.000361759598688019	0.00031547163008698	0	0.000566298921934645	0	0	0	0.000549127780757541	0.0013678860513271	0	0.00139660683550529	0	0	0	0	0	0.00102613120422822	0.000749762575184525	0	0	0	0.000196319018404908	0.00182136388611897	0	0	0	0.000728018796121645	0	2.03856973947079e-05	0	0	0	0.00070603250465031	0.000910360652466703	0	0	0.000279700720229355	0.000613171839515519	0	0.000451374990418927	1.14226968987378e-05	0.000741992662517004	1.13954919433872e-05	0.000125445330924783	0	0.00103059426941652	0	9.70864360540189e-06	2.79084046160501e-05	0.000189909476482876	0.00115806417991685	0.000966867349786691	0	0	0.000123420221169036	0	1.32025401687285e-05	0.00291692808946714	0	0.00118005032280715	0	0	0	0.000168393980680618	0	0	0.000568147838047964	0	0	0	0	0	1.25656555502501e-05	0	0	0	0.00190581794240965	0	0.00205941802372144	0.000713766439759434	0.000890569553482127	0	0	0	0	0	0	0	0.00115491690676781	0	0	0	0	0	0	0	0	0	0	0	0.00104542425843807	0.000221266473980446	0	0.000259278945253251	0	0.000473531236732961	0	0	0	0	0.00102392255422135	0	0	0	0	0	0	0	0.000152203140458131	0.000693992626328345	0.00109654030345075	0	0	0.000105299577297411	0.000427614386848482	0	0	0	3.32834082210018e-05	0	0	0	0	0	0	3.4611657206147e-05	6.13798183157378e-05	0	0	0.000118168389955687	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas paravirosa	0.00113351340922246	0.00243363828924242	0	0.0036494819413566	0	0	0	0.00172400582330856	0.00645039844387275	0	0.00849766412589132	0	0.00305825920332982	4.95656807226676e-05	0	4.54179014658628e-05	0.005847542204917	0.00513170829237408	0	0	0	0.00274846625766871	0.00767211379962962	0.00429083917559615	0.00616699695347393	0.00726150293124889	0.00271352460372613	0	0.000173278427855017	0.00220747685395593	0	0	0.00521377849587921	0.00258143363096723	1.93760899050572e-05	0	0.0012586532410321	0.00193792581377744	4.25948800954125e-05	0.00176291741540977	0	0.00408095964384352	1.13954919433872e-05	0.00165587836820714	0.0145182812917	0.00722614354021115	0	3.88345744216076e-05	0.000125587820772226	0.000749087379460235	0.00121596738891269	0.00276105418444241	0.00533820527825752	0.00101770812131081	0.00117249210110585	0.000102669404517454	9.24177811810992e-05	0.00192627326662924	0.00267393836704437	0.00517856794554214	0	0.00248932050769845	0	0.00111752368997137	0.00247376311844078	0.00439076335098391	0.00269122660127983	0.0116137553658191	0	0.00319734209774221	0.00123732663576428	0.00278659753761237	0.000100525244402	0.00325068870523416	0.0053722368712881	0.00507643330369691	0.00398489206140199	0.00244439604056245	0.00900041951107891	0.0036217037869275	0.00378149533478565	0.00267332653276584	0	0.00465939104001595	0.00167526940143077	0.00681193233897175	0.00386394151872296	0.00417019975256815	0.00399965960343801	0.00473176273768056	0.00339271792798776	0.00509053886990037	0.00304691303733254	0.0045037511348975	0.000191474177096207	0.00214466083226677	0.00436290155916324	0.00298442398940362	0.00461111314962267	0.000775082014492231	0.00443443696436367	0.00132759884388267	0	0.00167234919688347	0	0.00117566376016459	0	0.00390008357321943	0	0.000557973440464234	0.00159018275466195	0	0.0112349093229804	0	5.7363570308616e-05	0.00192797926351192	4.30366672404889e-05	0.00493522516964837	0.000989320412977855	0.00390370852309694	0.00315535066911337	0.000294859614061527	0	0	0.00346842780443769	1.86466277573701e-05	0	0.0048556095067723	0.000199700449326011	0	0	0	0	0.00010584250635055	0.000223413762287757	0.000484563200886058	0.000675178001473116	0	0	0.00129985228951256	0.000237512766311189	0	0	0.000624110155442436	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas synergistica	7.23519197376037e-05	0	0	0	0	0	0	0	0	0	0	0	0.0076012334555791	0	0.00970742736302179	0	0	0	0	0	0	0	0	0	1.47889615191221e-05	0.000832741161840469	0	0	0	0	0	1.33908246069793e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00122764878569522	0	0.00320209389096174	0	0	0.000179358950011606	0	0	9.99129330155151e-05	0	0	0	0	0	0	0	0	0	0	0	0.000124937531234383	1.45872536577539e-05	0	4.71720364168121e-05	0	0	0	0	0	2.75482093663912e-05	3.69649326006062e-05	0	0	2.42019409956679e-05	0	0	0	0	0	2.49165296257537e-05	0	4.16631947337722e-05	1.49186931224825e-05	2.78013316837877e-05	0	2.49697242093961e-05	1.44370975659054e-05	0.00178168860446513	3.14114746116756e-05	5.97314474124337e-05	0	0	5.74065994626742e-05	0	1.22310693623944e-05	0.000450629078193158	0	0	0	0	0	0	0	4.64295663478503e-05	0	0	0	0	0.000452055523054832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter	2.41173065792012e-05	0	0.000337402004564851	0	0	0	0	0	5.01976532597101e-05	4.55477112275108e-05	7.86820752397344e-05	0	0.000177658210981815	0	0.000281211684907931	0	0	0.000116629733917593	0	0	0	0	1.01752172408881e-05	0	0	0.000843844377331675	0	0.000523646374122892	0	0	0	0	9.50428371644648e-05	0	0	0	0	7.57002271006813e-06	0	0	0	5.4962419445704e-05	0	0	0	0.000155787505842031	2.78442947040151e-05	9.70864360540189e-06	0	0	1.15806417991685e-05	0	0	0	0	0	0	0.000220145516186199	2.6474637297469e-05	6.82673740466949e-05	0	7.68308798672362e-05	0.000256594478086832	0	0	0	2.99025177919981e-05	1.88688145667248e-05	0	0	0.000277013425917376	0	0	0	0	0	0.000103953705949617	0	6.35622846827606e-05	2.64357940651642e-05	1.37010700535712e-05	0	0	0	0	0	0	0	1.21570200712401e-05	0	0	0.000145443967711439	0	0	0	0	0	0	0	0.000126176141894084	0.000160834501298164	0	0	0	0	0	0	0	0	0	0	0	2.65915013561666e-05	1.47396969518307e-05	0	0	0	0	2.53671900763552e-05	0	0	0	0.000847088436032722	0	0	0.000559398832721102	0	0	0	0	0	0	0.000111195831744821	0	0	0	0	0	0	0	0	3.67242012486228e-05	3.83553237189322e-05	0.000117020654145457	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	0.000301466332240015	0.00031547163008698	0.0208990771062816	7.34091195100466e-05	0	1.1342369420972e-05	0	0.000166015375577861	0.00106670013176884	0.00130949669779094	0.00200639291861323	0.000362609259895416	0.00280446175907009	0.000111522781626002	0.0052192888718912	0	0.000815282326647081	0.00141621819757077	0	0	0	0.00142331288343558	0.000773316510307495	0	0	0.0133016521584651	0.000529468215361197	0.0189709600682236	0.000101928486973539	0	0	0	0.00135775481663521	0.00103506759116077	0	2.01877460381548e-05	0.000629326620516048	0.000439061317183952	0	0.000374726407140241	0	0.00082443629168556	2.27909838867744e-05	1.25445330924783e-05	0.000373632239124633	0.00208515584742411	0.00281227376510553	1.94172872108038e-05	0	0.000200460002954147	0.000868548134937638	7.97416370958096e-05	8.56396568704415e-05	0.00335843680032567	0.000185130331753554	1.14077116130504e-05	0.000105620321349828	0.00171713502625235	0.000661865932436726	0.00124831769685385	2.02922077922078e-05	0.00281201020314085	0.0260357863765438	9.18512621894279e-05	2.49875062468766e-05	0	0.000224268883439986	0.000216991367517336	0	0	0.00740549225285785	0	1.25656555502501e-05	1.37741046831956e-05	0	0	0.00304930870785543	0	0.00141108271995729	0.00050228008723812	0.00102758025401784	0	0	0	0	1.0415798683443e-05	0	0	0.000328239541923484	0	0	0.00349065522507454	0	0	5.22202301171474e-05	0	0	0	0	0.00185659180215581	0.00168876226363072	0.000179779010109112	0	3.88918417879876e-05	0	0.000522517226739819	0	0	0	0	0.000186167737131155	0	0.000186140509493166	0.000899121514061671	0.00066924165360052	0	0	0.00246761258482418	0.000279039090839908	0.00130123617436565	0.000179026988318489	6.55243586803394e-05	0.0223631347112639	0	0.000855228773696964	0.0311025750992933	0	0	0	0	0	2.26439019971922e-05	0.00775193798449612	0	0.00102770330652368	0.000138446628824588	0.000613798183157378	2.95072292711714e-05	0	0	0.000261264042942308	0.0036969029256947	0.00233967474685486	0.00278899225713338	0.00312629304399798	0.00395732966276669	0.000211148648648649	0.00161167569503514
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65152766308836e-05	0	0	0	0	0	0	0	0	0	8.19054483504243e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Marseilla	0	0.00031547163008698	0	2.09740341457276e-05	0	0	0	0	0	0	0.00046225719203344	0	0	0	0	1.13544753664657e-05	0	0.000999683433579367	0	0	0	0.000588957055214724	0	0	0	0	0	0	1.01928486973539e-05	0	0	0	0.00134417726846886	0	0	0	0.000279700720229355	0	0	0	0	0.000700770847932726	0	2.50890661849566e-05	0	0.00221697604467506	0	0	5.58168092321002e-05	0	0	0	0	0	0	0	0	0.00257570253937853	0	0.00303302190407459	0	0	0	0	0	0	0.000971831828239938	0	0	0	0	0	0	0	0	0	0.0015939568245608	0	0	0.00103099596854141	4.11032101607135e-05	0	0	0	0	0	0	0	0.00085099140498681	0	0	0	0	0	1.74067433723825e-05	0	0	0	0	0	0.00152792776233256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190050838599325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Marseilla;s__Marseilla massiliensis	0	0.00450673757267114	0	0.000167792273165821	0	0	0	0	0	0	0.0023112859601672	0	0	2.47828403613338e-05	0	3.40634260993971e-05	0	0.00598143921091654	0	0	0	0.0036319018404908	0	0	0	0	3.30917634600748e-05	0	0.00028539976352591	0	0	0	0.00629998234918738	8.72948570858483e-05	0	0	0.00146842878120411	0	0	0	0	0.00702144908418869	3.41864758301616e-05	0.000137989864017261	0	0.00889187148729133	0	0	0.000237221439236426	0	0	5.98062278218572e-05	0	0	0	0	0	0.0119979306321479	0	0.0159453080809066	4.05844155844156e-05	0	0	0	0	0	0.0103761736738233	0	0	0	0	0	0	0	0	2.86804141451803e-05	0.00693024706330781	0	0	0.00857841517414579	0.000356227821392851	3.517534911534e-05	0	2.49165296257537e-05	0	0	0	0	0.00461966762707125	0	0	0	0	0	0.000382948354192414	0	0	0	0	0	0.00808767777956483	0	0	1.29639472626625e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128284316054545	0	0	0	6.65668164420037e-05	0	0	2.26439019971922e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Massiliprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016108846234867	0	2.27089507329314e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27909838867744e-05	0	0	0	0	1.94172872108038e-05	0	0	0	0	0	0	0	0	1.32025401687285e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25656555502501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91457731188892e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53671900763552e-05	0	6.71351206194334e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95072292711714e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Massiliprevotella;s__Massiliprevotella massiliensis	0	0	0	0	0	0	0	3.8311240517968e-05	0	0	0	0	0	0.00255263255721738	0	0.000386052162459834	0	0	0	0	0.00010063526007925	0	0	0	0	0	0	0	3.05785460920618e-05	0	0.000230441295080078	0	0	6.23534693470345e-05	0	0	0	0	0	3.40660370127492e-05	0	0	0.000501401645509037	2.50890661849566e-05	0	0	0	0.000582518616324113	0	0	0	1.99354092739524e-05	0	0	0	0	0.00138626671771649	0	0	0	0.000243506493506494	0	0	0	0	0	0	0	0	0	0	0	0.000251313111005001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309773063572624	0	0	0	0.000130629306684955	0	0	0	0	0	0	0	0	0	0	0	0	0.00164886735496309	0	0.00234972922168017	0	0	4.51283902703191e-05	0	0	0	0	0.00166417041105009	0	9.52834683182468e-05	0	0	0	0.00187667560321716	0.000657621486916794	0	0.000590144585423429	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	6.02932664480031e-05	0.00383072693677047	0	0.00022022735853014	0	1.1342369420972e-05	2.26700822923987e-05	1.27704135059893e-05	0.0159126560833281	0	0.0137890336857635	0	0	1.23914201806669e-05	0	7.94813275652598e-05	0.000154622510226171	0.013229144104367	0	2.22160510969175e-05	0	0.00333742331288344	0.0130548037200594	1.17236043049075e-05	0	0	0.00914987259671068	0	0.000509642434867697	0	0	0	0.0138898317741782	0.000374120816082207	0	0	0.00139850360114677	4.54201362604088e-05	0	0	0	0.0100581227585638	3.41864758301616e-05	7.52671985548698e-05	0	0.0163217371505267	0	7.76691488432151e-05	0.000125587820772226	1.05505264712709e-05	3.47419253975055e-05	8.97093417327858e-05	0	0	1.23420221169036e-05	0	0.000145227941856013	0.0152230624442757	0	0.013594959917299	0.000121753246753247	0	0	1.5308543698238e-05	0	0	0.00807367980383948	0	0	0	0	0	0	1.37741046831956e-05	0	0	0.0063065248276101	0	6.35622846827606e-05	0.00861806886524354	0.0138928850343212	0	1.22491976775521e-05	0	0	1.0415798683443e-05	0	0	0.013822531821	0	0	0	0	0	0.000539609044543856	0	0	0	1.22310693623944e-05	0	0.0144636169381706	4.14874638713335e-05	5.65802874278601e-05	6.48197363133127e-05	0	4.8985990006858e-05	0	0	1.32203434645232e-05	0	9.30838685655776e-05	0	0	0	1.9121190102872e-05	0	2.86911114936593e-05	0	7.61015702290657e-05	4.33745391455216e-05	0.000134270241238867	0	0	0	0.00536893619043094	1.86466277573701e-05	0	0	9.98502246630055e-05	5.32396315817495e-05	0	2.26439019971922e-05	0	0	0	0	6.13798183157378e-05	0	0	0	0.000118756383155595	0	0	0	4.59748977058526e-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	0.000554698051321628	0.0186578935508585	0	0.0015940265950753	2.7189798387645e-05	2.26847388419441e-05	3.40051234385981e-05	0.000306489924143744	0.0534103030683316	2.27738556137554e-05	0.0489697565773297	0	0	9.91313614453352e-05	1.12484673963173e-05	0.000635850620522079	0.00133537622468056	0.0483180326230027	0	1.11080255484588e-05	0	0.0104049079754601	0.0488715684079855	1.17236043049075e-05	1.47889615191221e-05	0	0.0492239981468612	0	0.00228319810820728	1.29851579644466e-05	0	2.67816492139586e-05	0.0449009517861265	0.00172095575397815	3.87521798101143e-05	0	0.00461506188378435	0.000454201362604088	8.51897601908251e-05	0.000187363203570121	1.14226968987378e-05	0.0491501435893208	0.000455819677735488	0.000489236790606654	0	0.05262022601172	0	0.000368928457005272	0.001116336184642	0.000569728429448629	0.000335838612175887	0.000797416370958096	1.42732761450736e-05	0.000203541624262162	0.000246840442338073	2.28154232261008e-05	0.000646924468267695	0.0528349238846878	5.2949274594938e-05	0.0515711248512747	0.00154220779220779	0	0.000307913373704198	0.000183702524378856	0	1.45872536577539e-05	0.0388433706118055	0	4.03502400839285e-05	0	1.84675617278251e-05	0	1.25656555502501e-05	1.37741046831956e-05	1.23216442002021e-05	0	0.0194393430125784	0	0.000508498277462085	0.0446764919701276	0.0568594407223204	3.517534911534e-05	8.57443837428648e-05	4.98330592515075e-05	3.01850342600139e-05	1.0415798683443e-05	0	0	0.0477041467595463	0	1.44370975659054e-05	0	1.57057373058378e-05	1.19462894824867e-05	0.00269804522271928	0	1.14813198925348e-05	0	0	0	0.0487902947866645	0.000484020411832225	0	0.000790800783022415	0	0.00026125861336991	7.10479573712256e-05	0	3.96610303935696e-05	0	0.000783455893760278	1.65152766308836e-05	0	1.47396969518307e-05	1.9121190102872e-05	0	7.17277787341482e-05	0.000308451573103023	0.000431242231298039	0.00056386900889178	0.000760864700353578	0	0	0	0.0490806290682758	0	8.13140348024069e-05	0	0.000565817939757031	0.000106479263163499	9.52834683182468e-05	4.52878039943843e-05	0	0.00010584250635055	0	0.000138446628824588	0.000122759636631476	0.000324579521982886	0	0.000118168389955687	0.000712538298933568	0	1.91776618594661e-05	0	0	0.000172057811424639	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	4.82346131584025e-05	0	0	7.34091195100466e-05	0	0	0	5.10816540239573e-05	0	0	0	0	0	0.00794290033580749	0	0.000953775930783118	0.000168679102064913	0	0	0	0.000150952890118875	0	0	0	0	0	0	0	0.00482121743384841	0	0.00432077428275147	0	0	0.000399062203821021	0	0	0	9.84102952308857e-05	0	0.000451374990418927	0	0	0.00180048772705518	0.000112900797832305	0	0	0	0.00378637100610674	1.39542023080251e-05	9.49547382414382e-05	5.79032089958425e-05	7.97416370958096e-05	0	0	0.000518364928909953	1.14077116130504e-05	0.00191436832446563	0	0	0	0.000730519480519481	0	0	0.000107159805887666	0	0	0	0	0	0	0	0	0.00158327259933151	0	0	0	0	0	1.27124569365521e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000295914637330502	1.72956518731191e-05	0	0	0	0	0	0.00533805368477825	5.65802874278601e-05	5.18557890506501e-05	5.13927433446397e-05	3.26573266712387e-05	0	0	0	0	0.00793539979521549	4.95458298926507e-05	0	0	0	0	0	0	0.00763552421298293	8.67490782910432e-05	0.00351340464575035	0.000212954165711103	0	0.000376069918919325	0	0	8.13140348024069e-05	0	0.0036278914960892	0	0.00562172463077656	2.26439019971922e-05	1.58851188206888e-05	0.000529212531752752	0.00218945487042002	0.00553786515298352	6.13798183157378e-05	0.00188846267335497	0	0.000295420974889217	0.0157233451298007	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.000458228825004823	0	1.98471767391089e-05	0.000492889802424598	0	0	0	0.00136643424514086	0	0	0	0	0	0.0373725232648914	0	0.00725550975917158	0.000576320265388454	0	0	0	0.000968614378262784	0	0	0	1.47889615191221e-05	0	1.65458817300374e-05	0	0.0182451991682635	1.29851579644466e-05	0.0359488420324922	0	0	0.00268119918192248	0	0	0	0.000885692657077971	4.25948800954125e-05	0.00220577589657551	0	0	0.012831323928254	0.00193185809624166	0	0	2.78442947040151e-05	0.0247764584809856	0.000125587820772226	0.00125551265008124	0.000347419253975055	0.000578126868944619	0	0	0.00477636255924171	6.84462696783025e-05	0.0187740121199319	0	0	0	0.00568181818181818	0	0	0.000336787961361236	0	1.45872536577539e-05	0	0	8.0700480167857e-05	0	1.84675617278251e-05	0	0.00864517101857204	0	0	2.86804141451803e-05	0	2.42019409956679e-05	0.000190686854048282	0	0	0	1.22491976775521e-05	0	0	1.0415798683443e-05	0	1.39006658418938e-05	0	1.24848621046981e-05	0	0	0	0	0.00137513272641821	1.72956518731191e-05	0	0	0	0	0	0.0703489095711579	0.000678963449134322	0.000622269468607802	0.000719498406824956	0.000571503216746677	0	0	0	0	0.0600546092028918	8.25763831544178e-05	1.32957506780833e-05	0	9.560595051436e-05	0	1.43455557468296e-05	0.000308451573103023	0.0920321655970168	0.000260247234873129	0.0501946918497964	0.00235887691249222	0	0.00188034959459663	0	0	0	0	0.073456481943751	0	0.0559313959028109	0	0	0.000529212531752752	0.0806523681858802	0.0744842863076284	0.000429658728210165	0.0340218353496607	0	0.00206794682422452	0.118162601239817	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32178970325821e-05	0	0	0	0	0	0	0	0	0	0	1.44370975659054e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	3.61759598688019e-05	0	0	6.29221024371828e-05	0	0	0	0.000127704135059893	0	0	0	0	0	0.00939269649694551	0	0.00105596620908131	1.40565918387428e-05	0	0	0	0.000125794075099063	0	0	0	0	0	0	0	0.00425041790679659	0	0.00299573683604102	0	0	0.000311767346735172	0	0	0	9.84102952308857e-05	4.25948800954125e-05	0.000604672156976299	0	0	0.00192583813843244	7.52671985548698e-05	0	0	0	0.0041164648886904	1.39542023080251e-05	7.38536852988964e-05	3.47419253975055e-05	0.000109644751006738	0	0	0.000666469194312796	3.42231348391513e-05	0.0038023315685938	0	0	0	0.00148133116883117	0	0	0	0	0	0	0	0	0	0	0	0.00141991907717826	0	0	0	0	0	3.81373708096564e-05	2.64357940651642e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243694407213354	0	0	0	0	0	0	0.00934850852567383	5.65802874278601e-05	3.88918417879876e-05	1.28481858361599e-05	6.53146533424774e-05	0	0	0	0	0.00928511588941636	1.65152766308836e-05	0	0	3.8242380205744e-05	0	0	0	0.0171228533015398	4.33745391455216e-05	0.00570648525265184	0.000212954165711103	0	0.000451283902703191	0	0	0	0	0.0136129139623897	0	0.00476417341591234	0	0	0.00148179508890771	0.0101429848078642	0.00937975910286585	6.13798183157378e-05	0.00522277958099734	0	0.00118168389955687	0.0170296653445123	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23914201806669e-05	0	0	0	0	0	0	1.25794075099063e-05	0	0	0	0	0	0	0	0.000417906796591511	0	0.000115220647540039	0	0	1.24706938694069e-05	0	0	0	0	0	1.70330185063746e-05	0	0	0	0	0	0	0	0.00020388151571344	0	1.05505264712709e-05	0	0	0	0	1.23420221169036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28282777512503e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28481858361599e-05	0	0	0	0	0	0.000907567718514381	0	0	0	0	0	0	0	0.000101468760305421	0	0	0	0	0	0	0	0	0	0	0	9.52834683182468e-05	0	0	0	0	3.4611657206147e-05	0	2.95072292711714e-05	0	0	0.00135382276797378	0	0	0	0	0	0	0
