feature	qval	prevalence.baseline	prevalence.nonbaseline	taxa	short.taxa
1033	0.26643702293358	0.831578947368421	0.759124087591241	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
1086	0.553356000379239	0.831578947368421	0.868613138686131	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
1217	0.0121140426282505	0.831578947368421	0.664233576642336	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	Sutterella
1442	0.000588102412629397	0.831578947368421	0.605839416058394	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	Clostridium
2031	0.000138257792821678	0.831578947368421	0.576642335766423	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
208	1.63737127792203e-06	0.831578947368421	0.510948905109489	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2106	9.05452077130618e-06	0.831578947368421	0.532846715328467	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
248	1.82723190663646e-08	0.831578947368421	0.445255474452555	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2513	1.22009875838985e-07	0.831578947368421	0.474452554744526	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2545	1.08489909180888e-09	0.831578947368421	0.408759124087591	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2788	3.04984021877301e-14	0.831578947368421	0.299270072992701	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
3285	0.000146309602609473	0.831578947368421	0.583941605839416	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
3773	0.000146309602609473	0.831578947368421	0.583941605839416	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
3929	0.0487546584468578	0.831578947368421	0.700729927007299	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
3959	0.000907195851390437	0.831578947368421	0.613138686131387	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
4112	1.22009875838985e-07	0.831578947368421	0.474452554744526	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
809	0.00553023871399688	0.831578947368421	0.64963503649635	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] glycyrrhizinilyticum;t__	[Clostridium] glycyrrhizinilyticum
917	0.117890638702083	0.831578947368421	0.72992700729927	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	Clostridiales
1078	0.424233161039178	0.821052631578947	0.766423357664234	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
1085	0.926385950949111	0.821052631578947	0.832116788321168	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
1849	3.3503720139505e-12	0.821052631578947	0.335766423357664	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
227	2.16309758799363e-06	0.821052631578947	0.503649635036496	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2349	1.21032217294007e-16	0.821052631578947	0.240875912408759	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2462	4.25089629468136e-08	0.821052631578947	0.445255474452555	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
302	4.25089629468136e-08	0.821052631578947	0.445255474452555	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
400	0.447849024720116	0.821052631578947	0.868613138686131	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei;t__	Bacteroides dorei
437	0.55742546281453	0.821052631578947	0.861313868613139	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus;t__	Bacteroides ovatus
4371	3.15911396231781e-10	0.821052631578947	0.386861313868613	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
69	0.00045534059879156	0.821052631578947	0.591240875912409	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
938	0.926385950949111	0.821052631578947	0.81021897810219	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
1332	0.0996761918332247	0.810526315789474	0.700729927007299	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flintibacter	Flintibacter
1466	0.0559277999610829	0.810526315789474	0.678832116788321	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter	Oscillibacter
1813	1.27889125808627e-06	0.810526315789474	0.481751824817518	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
1909	5.12290107790777e-11	0.810526315789474	0.35036496350365	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
1987	9.77760078077551e-08	0.810526315789474	0.445255474452555	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
202	2.45852882264762e-08	0.810526315789474	0.423357664233577	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2121	0.000176709860945103	0.810526315789474	0.554744525547445	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
2345	7.07776728469997e-14	0.810526315789474	0.284671532846715	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2348	1.11287930194669e-15	0.810526315789474	0.248175182481752	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2459	1.19713709353271e-05	0.810526315789474	0.510948905109489	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2810	1.22583339723479e-17	0.810526315789474	0.211678832116788	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
4060	6.85955756738212e-09	0.810526315789474	0.408759124087591	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	Clostridiales
450	0.00669673782493088	0.810526315789474	0.627737226277372	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis;t__Parabacteroides distasonis ATCC 8503	t__Parabacteroides distasonis ATCC 8503
4496	2.01091702866494e-12	0.810526315789474	0.321167883211679	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	Clostridiales
524	1.30205806227842e-05	0.810526315789474	0.518248175182482	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
1178	0.00500686185760195	0.8	0.605839416058394	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis;t__	Romboutsia timonensis
1072	0.361018784149774	0.8	0.72992700729927	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
1461	0.103879910948433	0.8	0.686131386861314	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae	Oscillospiraceae
1616	0.0591944279954656	0.8	0.671532846715328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	Clostridium
1767	0.926385950949111	0.8	0.81021897810219	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
1870	5.93840906846667e-11	0.8	0.343065693430657	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
1970	0.000568481222727048	0.8	0.569343065693431	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	Faecalibacterium
201	8.8683293361075e-09	0.8	0.401459854014599	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
221	4.72475279340283e-06	0.8	0.489051094890511	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2354	2.81365750220587e-06	0.8	0.481751824817518	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2465	1.87687173418014e-07	0.8	0.437956204379562	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2653	2.81365750220587e-06	0.8	0.481751824817518	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2705	3.19166627916788e-11	0.8	0.335766423357664	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
3840	0.0785595942341223	0.8	0.678832116788321	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena;t__	Dorea longicatena
3876	0.0439974129359193	0.8	0.664233576642336	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	Dorea formicigenerans
4115	0.0785595942341223	0.8	0.678832116788321	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
666	0.926385950949111	0.8	0.788321167883212	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus bromii;t__	Ruminococcus bromii
758	0.710303702992945	0.8	0.766423357664234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Ihubacter	Ihubacter
1076	0.817920367076971	0.789473684210526	0.766423357664234	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
1146	0.368810625648478	0.789473684210526	0.722627737226277	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	Thermoactinomycetaceae
1548	0.0628929143464885	0.789473684210526	0.664233576642336	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter sanguinis;t__	Turicibacter sanguinis
1597	2.81365750220587e-06	0.789473684210526	0.467153284671533	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium succinatutens;t__	Phascolarctobacterium succinatutens
1766	3.01849423831333e-11	0.789473684210526	0.321167883211679	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	Coprococcus
1819	8.52823713950126e-09	0.789473684210526	0.386861313868613	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis;t__	Gemmiger formicilis
1835	4.87570625530822e-05	0.789473684210526	0.510948905109489	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
1883	4.87744407415016e-06	0.789473684210526	0.474452554744526	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
1999	0.0823374250825699	0.789473684210526	0.671532846715328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
2071	2.81365750220587e-06	0.789473684210526	0.467153284671533	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
2338	1.71357486904527e-09	0.789473684210526	0.364963503649635	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
4146	0.447849024720116	0.789473684210526	0.72992700729927	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
432	0.812983527417617	0.789473684210526	0.81021897810219	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis;t__	Bacteroides fragilis
4328	0.00143824335653841	0.789473684210526	0.569343065693431	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus faecis;t__Ruminococcus faecis JCM 15917	t__Ruminococcus faecis JCM 15917
4911	0.000138257792821678	0.789473684210526	0.525547445255474	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
52	1.18746630287135e-07	0.789473684210526	0.423357664233577	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
5389	3.10134487929624e-08	0.789473684210526	0.401459854014599	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
848	0.0459942126879947	0.789473684210526	0.64963503649635	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena;t__	Dorea longicatena
949	0.0628929143464885	0.789473684210526	0.664233576642336	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella	Hungatella
1049	0.818574175020831	0.778947368421053	0.759124087591241	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
1145	0.00599555133322161	0.778947368421053	0.591240875912409	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	Thermoactinomycetaceae
1123	0.000153482259322177	0.778947368421053	0.518248175182482	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia faecis;t__	Blautia faecis
1262	0.00599555133322161	0.778947368421053	0.591240875912409	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella excrementihominis;t__	Parasutterella excrementihominis
1771	0.0487546584468578	0.778947368421053	0.642335766423358	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium] rectale;t__[Eubacterium rectale] ATCC 33656	t__[Eubacterium rectale] ATCC 33656
1848	3.0208112799851e-05	0.778947368421053	0.489051094890511	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
1916	9.9869160928203e-06	0.778947368421053	0.474452554744526	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
1928	6.63829924791443e-08	0.778947368421053	0.401459854014599	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
1950	0.000246047444635863	0.778947368421053	0.525547445255474	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
2009	0.0181268194455798	0.778947368421053	0.613138686131387	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
3554	3.0208112799851e-05	0.778947368421053	0.489051094890511	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium] rectale;t__[Eubacterium rectale] ATCC 33656	t__[Eubacterium rectale] ATCC 33656
3950	0.112858377606269	0.778947368421053	0.664233576642336	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
4136	0.000246047444635863	0.778947368421053	0.525547445255474	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
4151	0.0360941877347183	0.778947368421053	0.635036496350365	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
4327	9.9869160928203e-06	0.778947368421053	0.474452554744526	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis;t__	Roseburia faecis
4439	2.93179951733219e-06	0.778947368421053	0.452554744525547	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
6447	6.63829924791443e-08	0.778947368421053	0.401459854014599	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum variabile	Subdoligranulum variabile
14	0.00045534059879156	0.768421052631579	0.525547445255474	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis;t__	Gemmiger formicilis
1467	0.000703831999371649	0.768421052631579	0.532846715328467	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter	Oscillibacter
1473	0.00180935146061775	0.768421052631579	0.554744525547445	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	Sporobacter
2081	9.8370195468528e-07	0.768421052631579	0.423357664233577	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;t__	Faecalibacterium prausnitzii
219	5.01726995243599e-07	0.768421052631579	0.416058394160584	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2317	2.4801072004114e-09	0.768421052631579	0.35036496350365	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
2406	1.60585728838961e-12	0.768421052631579	0.27007299270073	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
3626	3.33818544253326e-06	0.768421052631579	0.445255474452555	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rogosae;t__	Lactobacillus rogosae
3820	0.459004762525144	0.768421052631579	0.708029197080292	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans;t__	Fusicatenibacter saccharivorans
3884	0.0272345937929591	0.768421052631579	0.613138686131387	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella;s__Hungatella effluvii	Hungatella effluvii
4155	0.63539325029223	0.768421052631579	0.72992700729927	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
4515	1.82723190663646e-08	0.768421052631579	0.372262773722628	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	Lachnospiraceae
744	0.00016325190119567	0.768421052631579	0.503649635036496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella	Tyzzerella
783	0.0892303380973759	0.768421052631579	0.64963503649635	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium] rectale;t__[Eubacterium rectale] ATCC 33656	t__[Eubacterium rectale] ATCC 33656
1486	0.0141531564255124	0.757894736842105	0.583941605839416	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	Sporobacter
1741	0.72879044508631	0.757894736842105	0.72992700729927	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium] rectale;t__[Eubacterium rectale] ATCC 33656	t__[Eubacterium rectale] ATCC 33656
1958	3.13196061320689e-07	0.757894736842105	0.401459854014599	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	Faecalibacterium
224	7.53143409783331e-08	0.757894736842105	0.37956204379562	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2441	4.20069470401142e-08	0.757894736842105	0.372262773722628	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2497	3.13196061320689e-07	0.757894736842105	0.401459854014599	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2542	1.69048108419164e-12	0.757894736842105	0.262773722627737	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2543	3.33415436397765e-11	0.757894736842105	0.291970802919708	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
2628	1.33765580110209e-07	0.757894736842105	0.386861313868613	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
